Profile Name,Bill Number,Bill Name,Prediction Attempt,Personal Prediction,Real Result
Kelly Armstrong_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,4,Yea,Yea
Kelly Armstrong_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,5,Yea,Yea
Kelly Armstrong_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,6,Yea,Yea
Kelly Armstrong_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,7,Yea,Yea
Kelly Armstrong_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,8,Yea,Yea
Kelly Armstrong_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,9,Yea,Yea
Kelly Armstrong_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,10,Yea,Yea
Kelly Armstrong_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,11,Yea,Yea
Kelly Armstrong_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,12,Yea,Yea
Kelly Armstrong_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,13,Yea,Yea
Kelly Armstrong_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,14,Yea,Yea
Kelly Armstrong_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,15,Yea,Yea
Kelly Armstrong_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,16,Yea,Yea
Kelly Armstrong_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,17,Yea,Yea
Kelly Armstrong_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,18,Yea,Yea
Kelly Armstrong_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,19,Yea,Yea
Kelly Armstrong_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,20,Yea,Yea
Jay Obernolte_profile.json,H.R. 5574 (117th),TRANSLATE ACT,1,Yea,Yea
Jay Obernolte_profile.json,H.R. 5574 (117th),TRANSLATE ACT,2,Yea,Yea
Jay Obernolte_profile.json,H.R. 5574 (117th),TRANSLATE ACT,3,Yea,Yea
Jay Obernolte_profile.json,H.R. 5574 (117th),TRANSLATE ACT,4,Yea,Yea
Jay Obernolte_profile.json,H.R. 5574 (117th),TRANSLATE ACT,5,Yea,Yea
Jay Obernolte_profile.json,H.R. 5574 (117th),TRANSLATE ACT,6,Yea,Yea
Jay Obernolte_profile.json,H.R. 5574 (117th),TRANSLATE ACT,7,Yea,Yea
Jay Obernolte_profile.json,H.R. 5574 (117th),TRANSLATE ACT,8,Yea,Yea
Jay Obernolte_profile.json,H.R. 5574 (117th),TRANSLATE ACT,9,Yea,Yea
Jay Obernolte_profile.json,H.R. 5574 (117th),TRANSLATE ACT,10,Yea,Yea
Jay Obernolte_profile.json,H.R. 5574 (117th),TRANSLATE ACT,11,Yea,Yea
Jay Obernolte_profile.json,H.R. 5574 (117th),TRANSLATE ACT,12,Yea,Yea
Jay Obernolte_profile.json,H.R. 5574 (117th),TRANSLATE ACT,13,Yea,Yea
Jay Obernolte_profile.json,H.R. 5574 (117th),TRANSLATE ACT,14,Yea,Yea
Jay Obernolte_profile.json,H.R. 5574 (117th),TRANSLATE ACT,15,Yea,Yea
Jay Obernolte_profile.json,H.R. 5574 (117th),TRANSLATE ACT,16,Yea,Yea
Jay Obernolte_profile.json,H.R. 5574 (117th),TRANSLATE ACT,17,Yea,Yea
Jay Obernolte_profile.json,H.R. 5574 (117th),TRANSLATE ACT,18,Yea,Yea
Jay Obernolte_profile.json,H.R. 5574 (117th),TRANSLATE ACT,19,Yea,Yea
Jay Obernolte_profile.json,H.R. 5574 (117th),TRANSLATE ACT,20,Yea,Yea
Mary Peltola_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",1,Nay,Yea
Mary Peltola_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",2,Nay,Yea
Mary Peltola_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",3,Nay,Yea
Mary Peltola_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",4,Nay,Yea
Mary Peltola_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",5,Nay,Yea
Mary Peltola_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",6,Nay,Yea
Mary Peltola_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",7,Nay,Yea
Mary Peltola_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",8,Nay,Yea
Mary Peltola_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",9,Nay,Yea
Mary Peltola_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",10,Nay,Yea
Mary Peltola_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",11,Nay,Yea
Mary Peltola_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",12,Nay,Yea
Mary Peltola_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",13,Nay,Yea
Mary Peltola_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",14,Nay,Yea
Mary Peltola_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",15,Nay,Yea
Mary Peltola_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",16,Nay,Yea
Mary Peltola_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",17,Nay,Yea
Mary Peltola_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",18,Nay,Yea
Mary Peltola_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",19,Nay,Yea
Mary Peltola_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",20,Nay,Yea
Sheila Cherfilus-McCormick_profile.json,H.R. 4368,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",1,Yea,Yea
Sheila Cherfilus-McCormick_profile.json,H.R. 4368,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",2,Yea,Yea
Sheila Cherfilus-McCormick_profile.json,H.R. 4368,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",3,Yea,Yea
Sheila Cherfilus-McCormick_profile.json,H.R. 4368,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",4,Yea,Yea
Sheila Cherfilus-McCormick_profile.json,H.R. 4368,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",5,Yea,Yea
Sheila Cherfilus-McCormick_profile.json,H.R. 4368,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",6,Yea,Yea
Sheila Cherfilus-McCormick_profile.json,H.R. 4368,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",7,Yea,Yea
Sheila Cherfilus-McCormick_profile.json,H.R. 4368,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",8,Yea,Yea
Sheila Cherfilus-McCormick_profile.json,H.R. 4368,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",9,Yea,Yea
Sheila Cherfilus-McCormick_profile.json,H.R. 4368,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",10,Yea,Yea
Sheila Cherfilus-McCormick_profile.json,H.R. 4368,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",11,Yea,Yea
Sheila Cherfilus-McCormick_profile.json,H.R. 4368,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",12,Yea,Yea
Sheila Cherfilus-McCormick_profile.json,H.R. 4368,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",13,Yea,Yea
Sheila Cherfilus-McCormick_profile.json,H.R. 4368,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",14,Yea,Yea
Sheila Cherfilus-McCormick_profile.json,H.R. 4368,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",15,Yea,Yea
Sheila Cherfilus-McCormick_profile.json,H.R. 4368,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",16,Yea,Yea
Sheila Cherfilus-McCormick_profile.json,H.R. 4368,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",17,Yea,Yea
Sheila Cherfilus-McCormick_profile.json,H.R. 4368,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",18,Yea,Yea
Sheila Cherfilus-McCormick_profile.json,H.R. 4368,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",19,Yea,Yea
Sheila Cherfilus-McCormick_profile.json,H.R. 4368,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",20,Yea,Yea
Victoria Spartz_profile.json,H.R. 3599 (117th),Federal Rotational Cyber Workforce Program Act of 2021,1,Yea,Yea
Victoria Spartz_profile.json,H.R. 3599 (117th),Federal Rotational Cyber Workforce Program Act of 2021,2,Yea,Yea
Victoria Spartz_profile.json,H.R. 3599 (117th),Federal Rotational Cyber Workforce Program Act of 2021,3,Yea,Yea
Victoria Spartz_profile.json,H.R. 3599 (117th),Federal Rotational Cyber Workforce Program Act of 2021,4,Yea,Yea
Victoria Spartz_profile.json,H.R. 3599 (117th),Federal Rotational Cyber Workforce Program Act of 2021,5,Yea,Yea
Victoria Spartz_profile.json,H.R. 3599 (117th),Federal Rotational Cyber Workforce Program Act of 2021,6,Yea,Yea
Victoria Spartz_profile.json,H.R. 3599 (117th),Federal Rotational Cyber Workforce Program Act of 2021,7,Yea,Yea
Victoria Spartz_profile.json,H.R. 3599 (117th),Federal Rotational Cyber Workforce Program Act of 2021,8,Yea,Yea
Victoria Spartz_profile.json,H.R. 3599 (117th),Federal Rotational Cyber Workforce Program Act of 2021,9,Yea,Yea
Victoria Spartz_profile.json,H.R. 3599 (117th),Federal Rotational Cyber Workforce Program Act of 2021,10,Yea,Yea
Victoria Spartz_profile.json,H.R. 3599 (117th),Federal Rotational Cyber Workforce Program Act of 2021,11,Yea,Yea
Victoria Spartz_profile.json,H.R. 3599 (117th),Federal Rotational Cyber Workforce Program Act of 2021,12,Yea,Yea
Victoria Spartz_profile.json,H.R. 3599 (117th),Federal Rotational Cyber Workforce Program Act of 2021,13,Yea,Yea
Victoria Spartz_profile.json,H.R. 3599 (117th),Federal Rotational Cyber Workforce Program Act of 2021,14,Yea,Yea
Victoria Spartz_profile.json,H.R. 3599 (117th),Federal Rotational Cyber Workforce Program Act of 2021,15,Yea,Yea
Victoria Spartz_profile.json,H.R. 3599 (117th),Federal Rotational Cyber Workforce Program Act of 2021,16,Yea,Yea
Victoria Spartz_profile.json,H.R. 3599 (117th),Federal Rotational Cyber Workforce Program Act of 2021,17,Yea,Yea
Victoria Spartz_profile.json,H.R. 3599 (117th),Federal Rotational Cyber Workforce Program Act of 2021,18,Yea,Yea
Victoria Spartz_profile.json,H.R. 3599 (117th),Federal Rotational Cyber Workforce Program Act of 2021,19,Yea,Yea
Victoria Spartz_profile.json,H.R. 3599 (117th),Federal Rotational Cyber Workforce Program Act of 2021,20,Yea,Yea
Mike Ezell_profile.json,H.R. 6503,"Airport and Airway Extension Act of 2023, Part II",1,Yea,Yea
Mike Ezell_profile.json,H.R. 6503,"Airport and Airway Extension Act of 2023, Part II",2,Yea,Yea
Mike Ezell_profile.json,H.R. 6503,"Airport and Airway Extension Act of 2023, Part II",3,Yea,Yea
Mike Ezell_profile.json,H.R. 6503,"Airport and Airway Extension Act of 2023, Part II",4,Yea,Yea
Mike Ezell_profile.json,H.R. 6503,"Airport and Airway Extension Act of 2023, Part II",5,Yea,Yea
Mike Ezell_profile.json,H.R. 6503,"Airport and Airway Extension Act of 2023, Part II",6,Yea,Yea
Mike Ezell_profile.json,H.R. 6503,"Airport and Airway Extension Act of 2023, Part II",7,Yea,Yea
Mike Ezell_profile.json,H.R. 6503,"Airport and Airway Extension Act of 2023, Part II",8,Yea,Yea
Mike Ezell_profile.json,H.R. 6503,"Airport and Airway Extension Act of 2023, Part II",9,Yea,Yea
Mike Ezell_profile.json,H.R. 6503,"Airport and Airway Extension Act of 2023, Part II",10,Yea,Yea
Mike Ezell_profile.json,H.R. 6503,"Airport and Airway Extension Act of 2023, Part II",11,Yea,Yea
Mike Ezell_profile.json,H.R. 6503,"Airport and Airway Extension Act of 2023, Part II",12,Yea,Yea
Mike Ezell_profile.json,H.R. 6503,"Airport and Airway Extension Act of 2023, Part II",13,Yea,Yea
Mike Ezell_profile.json,H.R. 6503,"Airport and Airway Extension Act of 2023, Part II",14,Yea,Yea
Mike Ezell_profile.json,H.R. 6503,"Airport and Airway Extension Act of 2023, Part II",15,Yea,Yea
Mike Ezell_profile.json,H.R. 6503,"Airport and Airway Extension Act of 2023, Part II",16,Yea,Yea
Mike Ezell_profile.json,H.R. 6503,"Airport and Airway Extension Act of 2023, Part II",17,Yea,Yea
Mike Ezell_profile.json,H.R. 6503,"Airport and Airway Extension Act of 2023, Part II",18,Yea,Yea
Mike Ezell_profile.json,H.R. 6503,"Airport and Airway Extension Act of 2023, Part II",19,Yea,Yea
Mike Ezell_profile.json,H.R. 6503,"Airport and Airway Extension Act of 2023, Part II",20,Yea,Yea
Ted Budd_profile.json,H.R. 654 (117th),Drug-Free Communities Pandemic Relief Act,1,Yea,Yea
Ted Budd_profile.json,H.R. 654 (117th),Drug-Free Communities Pandemic Relief Act,2,Yea,Yea
Ted Budd_profile.json,H.R. 654 (117th),Drug-Free Communities Pandemic Relief Act,3,Yea,Yea
Ted Budd_profile.json,H.R. 654 (117th),Drug-Free Communities Pandemic Relief Act,4,Yea,Yea
Ted Budd_profile.json,H.R. 654 (117th),Drug-Free Communities Pandemic Relief Act,5,Yea,Yea
Ted Budd_profile.json,H.R. 654 (117th),Drug-Free Communities Pandemic Relief Act,6,Yea,Yea
Ted Budd_profile.json,H.R. 654 (117th),Drug-Free Communities Pandemic Relief Act,7,Yea,Yea
Ted Budd_profile.json,H.R. 654 (117th),Drug-Free Communities Pandemic Relief Act,8,Yea,Yea
Ted Budd_profile.json,H.R. 654 (117th),Drug-Free Communities Pandemic Relief Act,9,Yea,Yea
Ted Budd_profile.json,H.R. 654 (117th),Drug-Free Communities Pandemic Relief Act,10,Yea,Yea
Ted Budd_profile.json,H.R. 654 (117th),Drug-Free Communities Pandemic Relief Act,11,Yea,Yea
Ted Budd_profile.json,H.R. 654 (117th),Drug-Free Communities Pandemic Relief Act,12,Yea,Yea
Ted Budd_profile.json,H.R. 654 (117th),Drug-Free Communities Pandemic Relief Act,13,Yea,Yea
Ted Budd_profile.json,H.R. 654 (117th),Drug-Free Communities Pandemic Relief Act,14,Yea,Yea
Ted Budd_profile.json,H.R. 654 (117th),Drug-Free Communities Pandemic Relief Act,15,Yea,Yea
Ted Budd_profile.json,H.R. 654 (117th),Drug-Free Communities Pandemic Relief Act,16,Yea,Yea
Ted Budd_profile.json,H.R. 654 (117th),Drug-Free Communities Pandemic Relief Act,17,Yea,Yea
Ted Budd_profile.json,H.R. 654 (117th),Drug-Free Communities Pandemic Relief Act,18,Yea,Yea
Ted Budd_profile.json,H.R. 654 (117th),Drug-Free Communities Pandemic Relief Act,19,Yea,Yea
Ted Budd_profile.json,H.R. 654 (117th),Drug-Free Communities Pandemic Relief Act,20,Yea,Yea
Haley Stevens_profile.json,H.R. 3616 (117th),Bear River National Heritage Area Study Act,1,Yea,Yea
Haley Stevens_profile.json,H.R. 3616 (117th),Bear River National Heritage Area Study Act,2,Yea,Yea
Haley Stevens_profile.json,H.R. 3616 (117th),Bear River National Heritage Area Study Act,3,Yea,Yea
Haley Stevens_profile.json,H.R. 3616 (117th),Bear River National Heritage Area Study Act,4,Yea,Yea
Haley Stevens_profile.json,H.R. 3616 (117th),Bear River National Heritage Area Study Act,5,Yea,Yea
Haley Stevens_profile.json,H.R. 3616 (117th),Bear River National Heritage Area Study Act,6,Yea,Yea
Haley Stevens_profile.json,H.R. 3616 (117th),Bear River National Heritage Area Study Act,7,Yea,Yea
Haley Stevens_profile.json,H.R. 3616 (117th),Bear River National Heritage Area Study Act,8,Yea,Yea
Haley Stevens_profile.json,H.R. 3616 (117th),Bear River National Heritage Area Study Act,9,Yea,Yea
Haley Stevens_profile.json,H.R. 3616 (117th),Bear River National Heritage Area Study Act,10,Yea,Yea
Haley Stevens_profile.json,H.R. 3616 (117th),Bear River National Heritage Area Study Act,11,Yea,Yea
Haley Stevens_profile.json,H.R. 3616 (117th),Bear River National Heritage Area Study Act,12,Yea,Yea
Haley Stevens_profile.json,H.R. 3616 (117th),Bear River National Heritage Area Study Act,13,Yea,Yea
Haley Stevens_profile.json,H.R. 3616 (117th),Bear River National Heritage Area Study Act,14,Yea,Yea
Haley Stevens_profile.json,H.R. 3616 (117th),Bear River National Heritage Area Study Act,15,Yea,Yea
Haley Stevens_profile.json,H.R. 3616 (117th),Bear River National Heritage Area Study Act,16,Yea,Yea
Haley Stevens_profile.json,H.R. 3616 (117th),Bear River National Heritage Area Study Act,17,Yea,Yea
Haley Stevens_profile.json,H.R. 3616 (117th),Bear River National Heritage Area Study Act,18,Yea,Yea
Haley Stevens_profile.json,H.R. 3616 (117th),Bear River National Heritage Area Study Act,19,Yea,Yea
Haley Stevens_profile.json,H.R. 3616 (117th),Bear River National Heritage Area Study Act,20,Yea,Yea
Brian Higgins_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,1,Yea,Yea
Brian Higgins_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,2,Yea,Yea
Brian Higgins_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,3,Yea,Yea
Brian Higgins_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,4,Yea,Yea
Brian Higgins_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,5,Yea,Yea
Brian Higgins_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,6,Yea,Yea
Brian Higgins_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,7,Yea,Yea
Brian Higgins_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,8,Yea,Yea
Brian Higgins_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,9,Yea,Yea
Brian Higgins_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,10,Yea,Yea
Brian Higgins_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,11,Yea,Yea
Brian Higgins_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,12,Yea,Yea
Brian Higgins_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,13,Yea,Yea
Brian Higgins_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,14,Yea,Yea
Brian Higgins_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,15,Yea,Yea
Brian Higgins_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,16,Yea,Yea
Brian Higgins_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,17,Yea,Yea
Brian Higgins_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,18,Yea,Yea
Brian Higgins_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,19,Yea,Yea
Brian Higgins_profile.json,H.R. 3531 (117th),Women Who Worked on the Home Front World War II Memorial Act,20,Yea,Yea
Eli Crane_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",1,Nay,Yea
Eli Crane_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",2,Nay,Yea
Eli Crane_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",3,Nay,Yea
Eli Crane_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",4,Nay,Yea
Eli Crane_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",5,Nay,Yea
Eli Crane_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",6,Nay,Yea
Eli Crane_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",7,Yea,Yea
Eli Crane_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",8,Nay,Yea
Eli Crane_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",9,Nay,Yea
Eli Crane_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",10,Yea,Yea
Eli Crane_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",11,Nay,Yea
Eli Crane_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",12,Nay,Yea
Eli Crane_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",13,Nay,Yea
Eli Crane_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",14,Nay,Yea
Eli Crane_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",15,Nay,Yea
Eli Crane_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",16,Nay,Yea
Eli Crane_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",17,Nay,Yea
Eli Crane_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",18,Yea,Yea
Eli Crane_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",19,Yea,Yea
Eli Crane_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",20,Nay,Yea
Adam Schiff_profile.json,H.R. 5271 (117th),"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the \u201cThelma Harper Post Office Building\u201d.",1,Yea,Yea
Adam Schiff_profile.json,H.R. 5271 (117th),"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the \u201cThelma Harper Post Office Building\u201d.",2,Yea,Yea
Adam Schiff_profile.json,H.R. 5271 (117th),"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the \u201cThelma Harper Post Office Building\u201d.",3,Yea,Yea
Adam Schiff_profile.json,H.R. 5271 (117th),"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the \u201cThelma Harper Post Office Building\u201d.",4,Yea,Yea
Adam Schiff_profile.json,H.R. 5271 (117th),"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the \u201cThelma Harper Post Office Building\u201d.",5,Yea,Yea
Adam Schiff_profile.json,H.R. 5271 (117th),"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the \u201cThelma Harper Post Office Building\u201d.",6,Yea,Yea
Adam Schiff_profile.json,H.R. 5271 (117th),"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the \u201cThelma Harper Post Office Building\u201d.",7,Yea,Yea
Adam Schiff_profile.json,H.R. 5271 (117th),"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the \u201cThelma Harper Post Office Building\u201d.",8,Yea,Yea
Adam Schiff_profile.json,H.R. 5271 (117th),"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the \u201cThelma Harper Post Office Building\u201d.",9,Yea,Yea
Adam Schiff_profile.json,H.R. 5271 (117th),"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the \u201cThelma Harper Post Office Building\u201d.",10,Yea,Yea
Adam Schiff_profile.json,H.R. 5271 (117th),"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the \u201cThelma Harper Post Office Building\u201d.",11,Yea,Yea
Adam Schiff_profile.json,H.R. 5271 (117th),"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the \u201cThelma Harper Post Office Building\u201d.",12,Yea,Yea
Adam Schiff_profile.json,H.R. 5271 (117th),"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the \u201cThelma Harper Post Office Building\u201d.",13,Yea,Yea
Adam Schiff_profile.json,H.R. 5271 (117th),"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the \u201cThelma Harper Post Office Building\u201d.",14,Yea,Yea
Adam Schiff_profile.json,H.R. 5271 (117th),"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the \u201cThelma Harper Post Office Building\u201d.",15,Yea,Yea
Adam Schiff_profile.json,H.R. 5271 (117th),"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the \u201cThelma Harper Post Office Building\u201d.",16,Yea,Yea
Adam Schiff_profile.json,H.R. 5271 (117th),"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the \u201cThelma Harper Post Office Building\u201d.",17,Yea,Yea
Adam Schiff_profile.json,H.R. 5271 (117th),"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the \u201cThelma Harper Post Office Building\u201d.",18,Yea,Yea
Adam Schiff_profile.json,H.R. 5271 (117th),"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the \u201cThelma Harper Post Office Building\u201d.",19,Yea,Yea
Adam Schiff_profile.json,H.R. 5271 (117th),"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the \u201cThelma Harper Post Office Building\u201d.",20,Yea,Yea
Paul Gosar_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",1,Yea,Yea
Paul Gosar_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",2,Yea,Yea
Paul Gosar_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",3,Yea,Yea
Paul Gosar_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",4,Yea,Yea
Paul Gosar_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",5,Yea,Yea
Paul Gosar_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",6,Yea,Yea
Paul Gosar_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",7,Yea,Yea
Paul Gosar_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",8,Yea,Yea
