Selected profile file,Bill Name,Personal Prediction,Real Result,Bill Number
Alma Adams_profile.json,Accelerating Access to Critical Therapies for ALS Act,Yea,Yea,H.R. 3537 (117th)
Alma Adams_profile.json,Dr. Lorna Breen Health Care Provider Protection Act,Nay,Yea,H.R. 1667 (117th)
Alma Adams_profile.json,Agua Caliente Land Exchange Fee to Trust Confirmation Act,Yea,Yea,H.R. 897 (117th)
Alma Adams_profile.json,Women Who Worked on the Home Front World War II Memorial Act,Yea,Yea,H.R. 3531 (117th)
Alma Adams_profile.json,5G SALE Act,Yea,Yea,H.R. 5677 (117th)
Alma Adams_profile.json,"Further Continuing Appropriations and Extensions Act, 2023",Yea,Yea,H.R. 1437 (117th)
Alma Adams_profile.json,"Airport and Airway Extension Act of 2023, Part II",Yea,Yea,H.R. 6503
Alma Adams_profile.json,Hazard Eligibility and Local Projects Act,Yea,Yea,H.R. 1917 (117th)
Alma Adams_profile.json,National Defense Authorization Act for Fiscal Year 2024,Yea,Yea,H.R. 2670
Alma Adams_profile.json,"Consolidated Appropriations Act, 2023",Yea,Yea,H.R. 2617 (117th)
Ami Bera_profile.json,"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",Yea,Yea,H.R. 1085 (117th)
Ami Bera_profile.json,VOCA Fix to Sustain the Crime Victims Fund Act of 2021,Yea,Yea,H.R. 1652 (117th)
Ami Bera_profile.json,Ukraine Invasion War Crimes Deterrence and Accountability Act,Nay,Yea,H.R. 7276 (117th)
Ami Bera_profile.json,Fiscal Responsibility Act of 2023,Yea,Yea,H.R. 3746
Ami Bera_profile.json,"To prevent across-the-board direct spending cuts, and for other purposes.",Yea,Yea,H.R. 1868 (117th)
Ami Bera_profile.json,"To prevent across-the-board direct spending cuts, and for other purposes.",Yea,Yea,H.R. 1868 (117th)
Ami Bera_profile.json,United States Anti-Doping Agency Reauthorization Act of 2021,Yea,Yea,H.R. 172 (117th)
Ami Bera_profile.json,Fraud and Scam Reduction Act,Yea,Yea,H.R. 1215 (117th)
Ami Bera_profile.json,Nicholas and Zachary Burt Memorial Carbon Monoxide Poisoning Prevention Act of 2021,Yea,Yea,H.R. 1460 (117th)
Ami Bera_profile.json,TRANSPLANT Act of 2021,Yea,Yea,H.R. 941 (117th)
Ami Bera_profile.json,DEBAR Act of 2021,Yea,Yea,H.R. 1002 (117th)
Ami Bera_profile.json,Protecting Indian Tribes from Scams Act,Yea,Yea,H.R. 1762 (117th)
Ami Bera_profile.json,Ensuring Compliance Against Drug Diversion Act of 2021,Yea,Yea,H.R. 1899 (117th)
Ami Bera_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",Yea,Yea,H.R. 3672
Ami Bera_profile.json,"Small Business Mergers, Acquisitions, Sales, and Brokerage Simplification Act of 2021",Not Voting,Not Voting,H.R. 935 (117th)
Ami Bera_profile.json,Empowering the U.S. Fire Administration Act,Not Voting,Not Voting,H.R. 7077 (117th)
Ami Bera_profile.json,"Further Continuing Appropriations and Extensions Act, 2023",Not Voting,Not Voting,H.R. 1437 (117th)
Ami Bera_profile.json,"To designate the facility of the United States Postal Service located at 5302 Galveston Road in Houston, Texas, as the Vanessa Guill\u00e9n Post Office Building.",Not Voting,Not Voting,H.R. 224 (117th)
Ami Bera_profile.json,"To designate the facility of the United States Postal Service located at 2016 East 1st Street in Los Angeles, California, as the \u201cMarine Corps Reserve PVT Jacob Cruz Post Office\u201d.",Yea,Not Voting,H.R. 5900 (117th)
Ami Bera_profile.json,"To designate the facility of the United States Postal Service located at 303 East Mississippi Avenue in Elwood, Illinois, as the \u201cLawrence M. \u2018Larry\u2019 Walsh Sr. Post Office\u201d.",Not Voting,Not Voting,H.R. 700 (117th)
Ami Bera_profile.json,"To designate the facility of the United States Postal Service located at 450 West Schaumburg Road in Schaumburg, Illinois, as the \u201cVeterans of Iraq and Afghanistan Memorial Post Office Building\u201d.",Not Voting,Not Voting,H.R. 6386 (117th)
Ami Bera_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,Yea,Yea,H.R. 1096
Ami Bera_profile.json,"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the \u201cPrivate First Class Barrett Lyle Austin Post Office Building\u201d.",Yea,Not Voting,H.R. 91 (117th)
Ami Bera_profile.json,"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the \u201cSpecialist Four Charles Johnson Post Office\u201d.",Not Voting,Not Voting,H.R. 92 (117th)
Ami Bera_profile.json,VA Transparency & Trust Act of 2021,Nay,Yea,H.R. 2911 (117th)
Ami Bera_profile.json,"To designate the facility of the United States Postal Service located at 39 West Main Street, in Honeoye Falls, New York, as the \u201cCW4 Christian J. Koch Memorial Post Office\u201d.",Not Voting,Not Voting,H.R. 3508 (117th)
Ami Bera_profile.json,"Emergency Security Supplemental Appropriations Act, 2021",Yea,Yea,H.R. 3237 (117th)
Ami Bera_profile.json,Cybersecurity Grants for Schools Act of 2022,Yea,Yea,H.R. 6868 (117th)
Ami Bera_profile.json,Veterans Eligible to Transfer School (VETS) Credit Act,Yea,Yea,H.R. 6604 (117th)
Ami Bera_profile.json,National Defense Authorization Act for Fiscal Year 2024,Nay,Nay,H.R. 2670
Ami Bera_profile.json,"To award four congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",Yea,Yea,H.R. 3325 (117th)
Ami Bera_profile.json,MST Claims Coordination Act,Yea,Yea,H.R. 7335 (117th)
Ami Bera_profile.json,Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,Yea,Yea,H.R. 2992 (117th)
Ami Bera_profile.json,VA Peer Support Enhancement for MST Survivors Act,Yea,Yea,H.R. 2724 (117th)
Ami Bera_profile.json,Department of Energy Science for the Future Act,Yea,Yea,H.R. 3593 (117th)
Ami Bera_profile.json,National Science Foundation for the Future Act,Yea,Yea,H.R. 2225 (117th)
Ami Bera_profile.json,Trans-Sahara Counterterrorism Partnership Program Act of 2021,Yea,Yea,H.R. 567 (117th)
Ami Bera_profile.json,Inspector General Independence and Empowerment Act of 2021,Yea,Yea,H.R. 2662 (117th)
Ami Bera_profile.json,"Consolidated Appropriations Act, 2024",Yea,Nay,H.R. 4366
Ami Bera_profile.json,James M. Inhofe National Defense Authorization Act for Fiscal Year 2023,Yea,Yea,H.R. 7776 (117th)
Ami Bera_profile.json,"To authorize the National Medal of Honor Museum Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",Yea,Yea,H.R. 1664 (117th)
Ami Bera_profile.json,Industrial Control Systems Cybersecurity Training Act,Yea,Yea,H.R. 7777 (117th)
Ami Bera_profile.json,Protecting Hunting Heritage and Education Act,Yea,Yea,H.R. 5110
Ami Bera_profile.json,"CHIPS Act of 2022 / Research and Development, Competition, and Innovation Act / Supreme Court Security Funding Act of 2022",Nay,Yea,H.R. 4346
Ami Bera_profile.json,"Further Additional Continuing Appropriations and Extensions Act, 2023",Nay,Yea,H.R. 4373 (117th)
Ami Bera_profile.json,"Emergency Security Supplemental Appropriations Act, 2021",Yea,Yea,H.R. 3237 (117th)
Ami Bera_profile.json,First Responder Fair RETIRE Act,Yea,Yea,H.R. 521 (117th)
Ami Bera_profile.json,"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the \u201cThelma Harper Post Office Building\u201d.",Yea,Yea,H.R. 5271 (117th)
Ami Bera_profile.json,"To designate the September 11th National Memorial Trail Route, and for other purposes.",Yea,Yea,H.R. 2278 (117th)
Ami Bera_profile.json,Amache National Historic Site Act,Yea,Not Voting,H.R. 2497 (117th)
Ami Bera_profile.json,"To designate the facility of the United States Postal Service located at 4020 Broadway Street in Houston, Texas, as the Benny C. Martinez Post Office Building.",Yea,Yea,H.R. 203 (117th)
Ami Bera_profile.json,"To designate the facility of the United States Postal Service located at 1961 North C Street in Oxnard, California, as the \u201cJohn R. Hatcher III Post Office Building\u201d.",Yea,Yea,H.R. 5659 (117th)
Ami Bera_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",Nay,Nay,H.R. 4665
Ami Bera_profile.json,"Department of Homeland Security Appropriations Act, 2024",Yea,Nay,H.R. 4367
Ami Bera_profile.json,"Department of Defense Appropriations Act, 2024",Nay,Nay,H.R. 4365
Ami Bera_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",Nay,Nay,H.R. 4368
Ami Bera_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",Yea,Yea,H.R. 5860
Ami Bera_profile.json,War Crimes Rewards Expansion Act,Yea,Yea,H.R. 4250 (117th)
Ami Bera_profile.json,"Consolidated Appropriations Act, 2023",Nay,Yea,H.R. 2617 (117th)
Ami Bera_profile.json,Federal Rotational Cyber Workforce Program Act of 2021,Yea,Yea,H.R. 3599 (117th)
Ami Bera_profile.json,Great Dismal Swamp National Heritage Area Act,Yea,Yea,H.R. 1154 (117th)
Ami Bera_profile.json,"CHIPS Act of 2022 / Research and Development, Competition, and Innovation Act / Supreme Court Security Funding Act of 2022",Yea,Yea,H.R. 4346
Ami Bera_profile.json,Big Cat Public Safety Act,Yea,Yea,H.R. 263 (117th)
Ami Bera_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",Nay,Nay,H.R. 4394
Ami Bera_profile.json,"Legislative Branch Appropriations Act, 2024",Yea,Nay,H.R. 4364
Ami Bera_profile.json,Drug-Free Communities Pandemic Relief Act,Yea,Yea,H.R. 654 (117th)
Ami Bera_profile.json,"Further Additional Continuing Appropriations and Other Extensions Act, 2024",Yea,Yea,H.R. 2872
Ami Bera_profile.json,National Aviation Preparedness Plan Act of 2022,Yea,Yea,H.R. 884 (117th)
Ami Bera_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",Nay,Nay,H.R. 4821
Ami Bera_profile.json,Catawba Indian Nation Lands Act,Yea,Yea,H.R. 1619 (117th)
Ami Bera_profile.json,Old Pascua Community Land Acquisition Act,Yea,Yea,H.R. 4881 (117th)
Ami Bera_profile.json,Bear River National Heritage Area Study Act,Yea,Yea,H.R. 3616 (117th)
Ami Bera_profile.json,"Further Consolidated Appropriations Act, 2024",Yea,Yea,H.R. 2882
Ami Bera_profile.json,NOTAM Improvement Act of 2023,Yea,Yea,H.R. 3469 (117th)
Ami Bera_profile.json,NOTAM Improvement Act of 2023,Yea,Yea,H.R. 3462 (117th)
Ami Bera_profile.json,Merger Filing Fee Modernization Act of 2022,Nay,Nay,H.R. 3843 (117th)
Ami Bera_profile.json,Visit America Act,Yea,Yea,H.R. 6965 (117th)
Ami Bera_profile.json,"Continuing Appropriations and Ukraine Supplemental Appropriations Act, 2023",Yea,Yea,H.R. 6833 (117th)
Ami Bera_profile.json,Hazard Eligibility and Local Projects Act,Yea,Yea,H.R. 1917 (117th)
Ami Bera_profile.json,"To redesignate the Federal building located at 167 North Main Street in Memphis, Tennessee as the \u201cOdell Horton Federal Building\u201d.",Yea,Yea,H.R. 390 (117th)
Ami Bera_profile.json,Advanced Air Mobility Coordination and Leadership Act,Yea,Yea,H.R. 1339 (117th)
Ami Bera_profile.json,"To amend title 40, United States Code, to modify the treatment of certain bargain-price options to purchase at less than fair market value, and for other purposes.",Yea,Yea,H.R. 2220 (117th)
Ami Bera_profile.json,Department of Veterans Affairs Information Technology Reform Act of 2021,Yea,Yea,H.R. 2250 (117th)
Ami Bera_profile.json,Lymphedema Treatment Act,Yea,Yea,H.R. 3630 (117th)
Ami Bera_profile.json,Pala Band of Mission Indians Land Transfer Act of 2023,Yea,Yea,H.R. 4233
Ami Bera_profile.json,TRANSLATE ACT,Yea,Yea,H.R. 5574 (117th)
Ami Bera_profile.json,Airport and Airway Extension Act of 2024,Yea,Yea,H.R. 7454
Ami Bera_profile.json,"Extension of Continuing Appropriations and Other Matters Act, 2024",Yea,Yea,H.R. 7463
Ami Bera_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",Yea,Yea,H.R. 6363
Ami Bera_profile.json,Safeguard Tribal Objects of Patrimony Act of 2021,Yea,Yea,H.R. 2930 (117th)
Ami Bera_profile.json,Accelerating Access to Critical Therapies for ALS Act,Yea,Yea,H.R. 3537 (117th)
Ami Bera_profile.json,Dr. Lorna Breen Health Care Provider Protection Act,Yea,Yea,H.R. 1667 (117th)
Ami Bera_profile.json,Agua Caliente Land Exchange Fee to Trust Confirmation Act,Yea,Yea,H.R. 897 (117th)
Ami Bera_profile.json,Women Who Worked on the Home Front World War II Memorial Act,Yea,Yea,H.R. 3531 (117th)
Ami Bera_profile.json,5G SALE Act,Yea,Yea,H.R. 5677 (117th)
Ami Bera_profile.json,"Further Continuing Appropriations and Extensions Act, 2023",Yea,Yea,H.R. 1437 (117th)
Ami Bera_profile.json,"Airport and Airway Extension Act of 2023, Part II",Yea,Yea,H.R. 6503
Ami Bera_profile.json,Hazard Eligibility and Local Projects Act,Yea,Yea,H.R. 1917 (117th)
Ami Bera_profile.json,National Defense Authorization Act for Fiscal Year 2024,Yea,Yea,H.R. 2670
Ami Bera_profile.json,"Consolidated Appropriations Act, 2023",Yea,Yea,H.R. 2617 (117th)
Andrea Salinas_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",Yea,Yea,H.R. 3672
Andrea Salinas_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,Yea,Yea,H.R. 1096
Andrea Salinas_profile.json,National Defense Authorization Act for Fiscal Year 2024,Yea,Nay,H.R. 2670
Andrea Salinas_profile.json,"Consolidated Appropriations Act, 2024",Nay,Nay,H.R. 4366
Andrea Salinas_profile.json,Protecting Hunting Heritage and Education Act,Yea,Yea,H.R. 5110
Andrea Salinas_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",Nay,Nay,H.R. 4665
Andrea Salinas_profile.json,"Department of Homeland Security Appropriations Act, 2024",Nay,Nay,H.R. 4367
Andrea Salinas_profile.json,"Department of Defense Appropriations Act, 2024",Nay,Nay,H.R. 4365
Andrea Salinas_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",Nay,Nay,H.R. 4368
Andrea Salinas_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",Yea,Yea,H.R. 5860
Andrea Salinas_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",Nay,Nay,H.R. 4394
Andrea Salinas_profile.json,"Legislative Branch Appropriations Act, 2024",Not Voting,Not Voting,H.R. 4364
Andrea Salinas_profile.json,"Further Additional Continuing Appropriations and Other Extensions Act, 2024",Yea,Yea,H.R. 2872
Andrea Salinas_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",Yea,Nay,H.R. 4821
Andrea Salinas_profile.json,"Further Consolidated Appropriations Act, 2024",Yea,Yea,H.R. 2882
Andrea Salinas_profile.json,Airport and Airway Extension Act of 2024,Yea,Yea,H.R. 7454
Andrea Salinas_profile.json,"Extension of Continuing Appropriations and Other Matters Act, 2024",Not Voting,Not Voting,H.R. 7463
Andrea Salinas_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",Yea,Yea,H.R. 6363
Andrea Salinas_profile.json,"Airport and Airway Extension Act of 2023, Part II",Yea,Yea,H.R. 6503
Andrea Salinas_profile.json,National Defense Authorization Act for Fiscal Year 2024,Yea,Yea,H.R. 2670
Andrew Clyde_profile.json,COVID-19 Bankruptcy Relief Extension Act of 2021,Yea,Yea,H.R. 1651 (117th)
Andrew Clyde_profile.json,"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",Nay,Nay,H.R. 1085 (117th)
Andrew Clyde_profile.json,VOCA Fix to Sustain the Crime Victims Fund Act of 2021,Yea,Nay,H.R. 1652 (117th)
Andrew Clyde_profile.json,Ukraine Invasion War Crimes Deterrence and Accountability Act,Yea,Yea,H.R. 7276 (117th)
Andrew Clyde_profile.json,Fiscal Responsibility Act of 2023,No,No,H.R. 3746
Andrew Clyde_profile.json,"To prevent across-the-board direct spending cuts, and for other purposes.",Yea,Nay,H.R. 1868 (117th)
Andrew Clyde_profile.json,"To prevent across-the-board direct spending cuts, and for other purposes.",Yea,Nay,H.R. 1868 (117th)
Andrew Clyde_profile.json,United States Anti-Doping Agency Reauthorization Act of 2021,Not Voting,Not Voting,H.R. 172 (117th)
Andrew Clyde_profile.json,Fraud and Scam Reduction Act,Yea,Yea,H.R. 1215 (117th)
Andrew Clyde_profile.json,Nicholas and Zachary Burt Memorial Carbon Monoxide Poisoning Prevention Act of 2021,Nay,Nay,H.R. 1460 (117th)
Andrew Clyde_profile.json,TRANSPLANT Act of 2021,Yea,Yea,H.R. 941 (117th)
Andrew Clyde_profile.json,DEBAR Act of 2021,Yea,Yea,H.R. 1002 (117th)
Andrew Clyde_profile.json,Protecting Indian Tribes from Scams Act,Yea,Yea,H.R. 1762 (117th)
Andrew Clyde_profile.json,Ensuring Compliance Against Drug Diversion Act of 2021,Yea,Yea,H.R. 1899 (117th)
Andrew Clyde_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",Yea,Yea,H.R. 3672
Andrew Clyde_profile.json,"Small Business Mergers, Acquisitions, Sales, and Brokerage Simplification Act of 2021",Yea,Yea,H.R. 935 (117th)
Andrew Clyde_profile.json,Empowering the U.S. Fire Administration Act,Yea,Nay,H.R. 7077 (117th)
Andrew Clyde_profile.json,"Further Continuing Appropriations and Extensions Act, 2023",Nay,Nay,H.R. 1437 (117th)
Andrew Clyde_profile.json,"To designate the facility of the United States Postal Service located at 5302 Galveston Road in Houston, Texas, as the Vanessa Guill\u00e9n Post Office Building.",Yea,Yea,H.R. 224 (117th)
Andrew Clyde_profile.json,"To designate the facility of the United States Postal Service located at 2016 East 1st Street in Los Angeles, California, as the \u201cMarine Corps Reserve PVT Jacob Cruz Post Office\u201d.",Yea,Yea,H.R. 5900 (117th)
Andrew Clyde_profile.json,"To designate the facility of the United States Postal Service located at 303 East Mississippi Avenue in Elwood, Illinois, as the \u201cLawrence M. \u2018Larry\u2019 Walsh Sr. Post Office\u201d.",Yea,Yea,H.R. 700 (117th)
Andrew Clyde_profile.json,"To designate the facility of the United States Postal Service located at 450 West Schaumburg Road in Schaumburg, Illinois, as the \u201cVeterans of Iraq and Afghanistan Memorial Post Office Building\u201d.",Yea,Yea,H.R. 6386 (117th)
Andrew Clyde_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,Yea,Yea,H.R. 1096
Andrew Clyde_profile.json,"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the \u201cPrivate First Class Barrett Lyle Austin Post Office Building\u201d.",Yea,Yea,H.R. 91 (117th)
Andrew Clyde_profile.json,"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the \u201cSpecialist Four Charles Johnson Post Office\u201d.",Yea,Yea,H.R. 92 (117th)
Andrew Clyde_profile.json,VA Transparency & Trust Act of 2021,Yea,Yea,H.R. 2911 (117th)
Andrew Clyde_profile.json,"To designate the facility of the United States Postal Service located at 39 West Main Street, in Honeoye Falls, New York, as the \u201cCW4 Christian J. Koch Memorial Post Office\u201d.",Yea,Yea,H.R. 3508 (117th)
Andrew Clyde_profile.json,"Emergency Security Supplemental Appropriations Act, 2021",Nay,Nay,H.R. 3237 (117th)
Andrew Clyde_profile.json,Cybersecurity Grants for Schools Act of 2022,Yea,Yea,H.R. 6868 (117th)
Andrew Clyde_profile.json,Veterans Eligible to Transfer School (VETS) Credit Act,Yea,Yea,H.R. 6604 (117th)
Andrew Clyde_profile.json,National Defense Authorization Act for Fiscal Year 2024,Yea,Yea,H.R. 2670
Andrew Clyde_profile.json,"To award four congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",Nay,Nay,H.R. 3325 (117th)
Andrew Clyde_profile.json,MST Claims Coordination Act,Yea,Yea,H.R. 7335 (117th)
Andrew Clyde_profile.json,Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,Nay,Nay,H.R. 2992 (117th)
Andrew Clyde_profile.json,VA Peer Support Enhancement for MST Survivors Act,Yea,Yea,H.R. 2724 (117th)
Andrew Clyde_profile.json,Department of Energy Science for the Future Act,Nay,Nay,H.R. 3593 (117th)
Andrew Clyde_profile.json,National Science Foundation for the Future Act,Nay,Nay,H.R. 2225 (117th)
Andrew Clyde_profile.json,Trans-Sahara Counterterrorism Partnership Program Act of 2021,Yea,Yea,H.R. 567 (117th)
Andrew Clyde_profile.json,Inspector General Independence and Empowerment Act of 2021,Yea,Nay,H.R. 2662 (117th)
Andrew Clyde_profile.json,"Consolidated Appropriations Act, 2024",Yea,Yea,H.R. 4366
Andrew Clyde_profile.json,James M. Inhofe National Defense Authorization Act for Fiscal Year 2023,Nay,Nay,H.R. 7776 (117th)
Andrew Clyde_profile.json,"To authorize the National Medal of Honor Museum Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",Yea,Yea,H.R. 1664 (117th)
Andrew Clyde_profile.json,Industrial Control Systems Cybersecurity Training Act,Yea,Yea,H.R. 7777 (117th)
Andrew Clyde_profile.json,Protecting Hunting Heritage and Education Act,Yea,Yea,H.R. 5110
Andrew Clyde_profile.json,"CHIPS Act of 2022 / Research and Development, Competition, and Innovation Act / Supreme Court Security Funding Act of 2022",Nay,Nay,H.R. 4346
Andrew Clyde_profile.json,"Further Additional Continuing Appropriations and Extensions Act, 2023",Nay,Nay,H.R. 4373 (117th)
Andrew Clyde_profile.json,"Emergency Security Supplemental Appropriations Act, 2021",Yea,Yea,H.R. 3237 (117th)
Andrew Clyde_profile.json,First Responder Fair RETIRE Act,Yea,Yea,H.R. 521 (117th)
Andrew Clyde_profile.json,"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the \u201cThelma Harper Post Office Building\u201d.",Yea,Nay,H.R. 5271 (117th)
Andrew Clyde_profile.json,"To designate the September 11th National Memorial Trail Route, and for other purposes.",Yea,Yea,H.R. 2278 (117th)
Andrew Clyde_profile.json,Amache National Historic Site Act,Yea,Yea,H.R. 2497 (117th)
Andrew Clyde_profile.json,"To designate the facility of the United States Postal Service located at 4020 Broadway Street in Houston, Texas, as the Benny C. Martinez Post Office Building.",Nay,Nay,H.R. 203 (117th)
Andrew Clyde_profile.json,"To designate the facility of the United States Postal Service located at 1961 North C Street in Oxnard, California, as the \u201cJohn R. Hatcher III Post Office Building\u201d.",Nay,Nay,H.R. 5659 (117th)
Andrew Clyde_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",Yea,Yea,H.R. 4665
Andrew Clyde_profile.json,"Department of Homeland Security Appropriations Act, 2024",Yea,Yea,H.R. 4367
Andrew Clyde_profile.json,"Department of Defense Appropriations Act, 2024",Yea,Yea,H.R. 4365
Andrew Clyde_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",Yea,Yea,H.R. 4368
Andrew Clyde_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",Nay,Nay,H.R. 5860
Andrew Clyde_profile.json,War Crimes Rewards Expansion Act,Yea,Yea,H.R. 4250 (117th)
Andrew Clyde_profile.json,"Consolidated Appropriations Act, 2023",Yea,Yea,H.R. 2617 (117th)
Andrew Clyde_profile.json,Federal Rotational Cyber Workforce Program Act of 2021,Yea,Yea,H.R. 3599 (117th)
Andrew Clyde_profile.json,Great Dismal Swamp National Heritage Area Act,Nay,Nay,H.R. 1154 (117th)
Andrew Clyde_profile.json,"CHIPS Act of 2022 / Research and Development, Competition, and Innovation Act / Supreme Court Security Funding Act of 2022",Nay,Nay,H.R. 4346
Andrew Clyde_profile.json,Big Cat Public Safety Act,Nay,Nay,H.R. 263 (117th)
Andrew Clyde_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",Yea,Yea,H.R. 4394
Andrew Clyde_profile.json,"Legislative Branch Appropriations Act, 2024",Yea,Yea,H.R. 4364
Andrew Clyde_profile.json,Drug-Free Communities Pandemic Relief Act,Nay,Nay,H.R. 654 (117th)
Andrew Clyde_profile.json,"Further Additional Continuing Appropriations and Other Extensions Act, 2024",Nay,Nay,H.R. 2872
Andrew Clyde_profile.json,National Aviation Preparedness Plan Act of 2022,Nay,Nay,H.R. 884 (117th)
Andrew Clyde_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",Yea,Yea,H.R. 4821
Andrew Clyde_profile.json,Catawba Indian Nation Lands Act,Nay,Nay,H.R. 1619 (117th)
Andrew Clyde_profile.json,Old Pascua Community Land Acquisition Act,Nay,Nay,H.R. 4881 (117th)
Andrew Clyde_profile.json,Bear River National Heritage Area Study Act,Yea,Yea,H.R. 3616 (117th)
Andrew Clyde_profile.json,"Further Consolidated Appropriations Act, 2024",Yea,Nay,H.R. 2882
Andrew Clyde_profile.json,NOTAM Improvement Act of 2023,Nay,Yea,H.R. 3469 (117th)
Andrew Clyde_profile.json,NOTAM Improvement Act of 2023,Yea,Yea,H.R. 3462 (117th)
Andrew Clyde_profile.json,Merger Filing Fee Modernization Act of 2022,Yea,Nay,H.R. 3843 (117th)
Andrew Clyde_profile.json,Visit America Act,Nay,Nay,H.R. 6965 (117th)
Andrew Clyde_profile.json,"Continuing Appropriations and Ukraine Supplemental Appropriations Act, 2023",Nay,Nay,H.R. 6833 (117th)
Andrew Clyde_profile.json,Hazard Eligibility and Local Projects Act,Nay,Nay,H.R. 1917 (117th)
Andrew Clyde_profile.json,"To redesignate the Federal building located at 167 North Main Street in Memphis, Tennessee as the \u201cOdell Horton Federal Building\u201d.",Yea,Yea,H.R. 390 (117th)
Andrew Clyde_profile.json,Advanced Air Mobility Coordination and Leadership Act,Nay,Nay,H.R. 1339 (117th)
Andrew Clyde_profile.json,"To amend title 40, United States Code, to modify the treatment of certain bargain-price options to purchase at less than fair market value, and for other purposes.",Yea,Yea,H.R. 2220 (117th)
Andrew Clyde_profile.json,Department of Veterans Affairs Information Technology Reform Act of 2021,Nay,Yea,H.R. 2250 (117th)
Andrew Clyde_profile.json,Lymphedema Treatment Act,Nay,Nay,H.R. 3630 (117th)
Andrew Clyde_profile.json,Pala Band of Mission Indians Land Transfer Act of 2023,Yea,Yea,H.R. 4233
Andrew Clyde_profile.json,TRANSLATE ACT,Yea,Yea,H.R. 5574 (117th)
Andrew Clyde_profile.json,Airport and Airway Extension Act of 2024,Nay,Nay,H.R. 7454
Andrew Clyde_profile.json,"Extension of Continuing Appropriations and Other Matters Act, 2024",Nay,Nay,H.R. 7463
Andrew Clyde_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",Yea,Nay,H.R. 6363
Andrew Clyde_profile.json,Safeguard Tribal Objects of Patrimony Act of 2021,Nay,Nay,H.R. 2930 (117th)
Andrew Clyde_profile.json,Accelerating Access to Critical Therapies for ALS Act,Yea,Yea,H.R. 3537 (117th)
Andrew Clyde_profile.json,Dr. Lorna Breen Health Care Provider Protection Act,Nay,Nay,H.R. 1667 (117th)
Andrew Clyde_profile.json,Agua Caliente Land Exchange Fee to Trust Confirmation Act,Nay,Nay,H.R. 897 (117th)
Andrew Clyde_profile.json,Women Who Worked on the Home Front World War II Memorial Act,Yea,Yea,H.R. 3531 (117th)
Andrew Clyde_profile.json,5G SALE Act,Yea,Yea,H.R. 5677 (117th)
Andrew Clyde_profile.json,"Further Continuing Appropriations and Extensions Act, 2023",Yea,Nay,H.R. 1437 (117th)
