Profile Name,Bill Number,Bill Name,Prediction Attempt,Personal Prediction,Real Result
Mike Levin_profile.json,H.R. 5574 (117th),TRANSLATE ACT,11,Yea,Yea
Mike Levin_profile.json,H.R. 5574 (117th),TRANSLATE ACT,12,Yea,Yea
Mike Levin_profile.json,H.R. 5574 (117th),TRANSLATE ACT,13,Yea,Yea
Mike Levin_profile.json,H.R. 5574 (117th),TRANSLATE ACT,14,Yea,Yea
Mike Levin_profile.json,H.R. 5574 (117th),TRANSLATE ACT,15,Yea,Yea
Mike Levin_profile.json,H.R. 5574 (117th),TRANSLATE ACT,16,Yea,Yea
Mike Levin_profile.json,H.R. 5574 (117th),TRANSLATE ACT,17,Yea,Yea
Mike Levin_profile.json,H.R. 5574 (117th),TRANSLATE ACT,18,Yea,Yea
Mike Levin_profile.json,H.R. 5574 (117th),TRANSLATE ACT,19,Yea,Yea
Mike Levin_profile.json,H.R. 5574 (117th),TRANSLATE ACT,20,Yea,Yea
Suzanne Bonamici_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",1,Yea,Yea
Suzanne Bonamici_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",2,Yea,Yea
Suzanne Bonamici_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",3,Yea,Yea
Suzanne Bonamici_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",4,Yea,Yea
Suzanne Bonamici_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",5,Yea,Yea
Suzanne Bonamici_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",6,Yea,Yea
Suzanne Bonamici_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",7,Yea,Yea
Suzanne Bonamici_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",8,Yea,Yea
Suzanne Bonamici_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",9,Yea,Yea
Suzanne Bonamici_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",10,Yea,Yea
Suzanne Bonamici_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",11,Yea,Yea
Suzanne Bonamici_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",12,Yea,Yea
Suzanne Bonamici_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",13,Yea,Yea
Suzanne Bonamici_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",14,Yea,Yea
Suzanne Bonamici_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",15,Yea,Yea
Suzanne Bonamici_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",16,Yea,Yea
Suzanne Bonamici_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",17,Yea,Yea
Suzanne Bonamici_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",18,Yea,Yea
Suzanne Bonamici_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",19,Yea,Yea
Suzanne Bonamici_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",20,Yea,Yea
Ilhan Omar_profile.json,H.R. 3537 (117th),Accelerating Access to Critical Therapies for ALS Act,1,Yea,Yea
Ilhan Omar_profile.json,H.R. 3537 (117th),Accelerating Access to Critical Therapies for ALS Act,2,Yea,Yea
Ilhan Omar_profile.json,H.R. 3537 (117th),Accelerating Access to Critical Therapies for ALS Act,3,Yea,Yea
Ilhan Omar_profile.json,H.R. 3537 (117th),Accelerating Access to Critical Therapies for ALS Act,4,Yea,Yea
Ilhan Omar_profile.json,H.R. 3537 (117th),Accelerating Access to Critical Therapies for ALS Act,5,Yea,Yea
Ilhan Omar_profile.json,H.R. 3537 (117th),Accelerating Access to Critical Therapies for ALS Act,6,Yea,Yea
Ilhan Omar_profile.json,H.R. 3537 (117th),Accelerating Access to Critical Therapies for ALS Act,7,Yea,Yea
Ilhan Omar_profile.json,H.R. 3537 (117th),Accelerating Access to Critical Therapies for ALS Act,8,Yea,Yea
Ilhan Omar_profile.json,H.R. 3537 (117th),Accelerating Access to Critical Therapies for ALS Act,9,Yea,Yea
Ilhan Omar_profile.json,H.R. 3537 (117th),Accelerating Access to Critical Therapies for ALS Act,10,Yea,Yea
Ilhan Omar_profile.json,H.R. 3537 (117th),Accelerating Access to Critical Therapies for ALS Act,11,Yea,Yea
Ilhan Omar_profile.json,H.R. 3537 (117th),Accelerating Access to Critical Therapies for ALS Act,12,Yea,Yea
Ilhan Omar_profile.json,H.R. 3537 (117th),Accelerating Access to Critical Therapies for ALS Act,13,Yea,Yea
Ilhan Omar_profile.json,H.R. 3537 (117th),Accelerating Access to Critical Therapies for ALS Act,14,Yea,Yea
Ilhan Omar_profile.json,H.R. 3537 (117th),Accelerating Access to Critical Therapies for ALS Act,15,Yea,Yea
Ilhan Omar_profile.json,H.R. 3537 (117th),Accelerating Access to Critical Therapies for ALS Act,16,Yea,Yea
Ilhan Omar_profile.json,H.R. 3537 (117th),Accelerating Access to Critical Therapies for ALS Act,17,Yea,Yea
Ilhan Omar_profile.json,H.R. 3537 (117th),Accelerating Access to Critical Therapies for ALS Act,18,Yea,Yea
Ilhan Omar_profile.json,H.R. 3537 (117th),Accelerating Access to Critical Therapies for ALS Act,19,Yea,Yea
Ilhan Omar_profile.json,H.R. 3537 (117th),Accelerating Access to Critical Therapies for ALS Act,20,Yea,Yea
Keith Self_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",1,Nay,Nay
Keith Self_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",2,Nay,Nay
Keith Self_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",3,Nay,Nay
Keith Self_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",4,Yea,Nay
Keith Self_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",5,Nay,Nay
Keith Self_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",6,Nay,Nay
Keith Self_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",7,Nay,Nay
Keith Self_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",8,Yea,Nay
Keith Self_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",9,Nay,Nay
Keith Self_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",10,Nay,Nay
Keith Self_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",11,Nay,Nay
Keith Self_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",12,Nay,Nay
Keith Self_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",13,Nay,Nay
Keith Self_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",14,Nay,Nay
Keith Self_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",15,Nay,Nay
Keith Self_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",16,Nay,Nay
Keith Self_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",17,Yea,Nay
Keith Self_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",18,Nay,Nay
Keith Self_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",19,Yea,Nay
Keith Self_profile.json,H.R. 4366,"Consolidated Appropriations Act, 2024",20,Nay,Nay
Tim Ryan_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",1,Yea,Yea
Tim Ryan_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",2,Yea,Yea
Tim Ryan_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",3,Yea,Yea
Tim Ryan_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",4,Yea,Yea
Tim Ryan_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",5,Yea,Yea
Tim Ryan_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",6,Yea,Yea
Tim Ryan_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",7,Yea,Yea
Tim Ryan_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",8,Yea,Yea
Tim Ryan_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",9,Yea,Yea
Tim Ryan_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",10,Yea,Yea
Tim Ryan_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",11,Yea,Yea
Tim Ryan_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",12,Yea,Yea
Tim Ryan_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",13,Yea,Yea
Tim Ryan_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",14,Yea,Yea
Tim Ryan_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",15,Yea,Yea
Tim Ryan_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",16,Yea,Yea
Tim Ryan_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",17,Yea,Yea
Tim Ryan_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",18,Yea,Yea
Tim Ryan_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",19,Yea,Yea
Tim Ryan_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",20,Yea,Yea
Scott Peters_profile.json,H.R. 1652 (117th),VOCA Fix to Sustain the Crime Victims Fund Act of 2021,1,Yea,Yea
Scott Peters_profile.json,H.R. 1652 (117th),VOCA Fix to Sustain the Crime Victims Fund Act of 2021,2,Yea,Yea
Scott Peters_profile.json,H.R. 1652 (117th),VOCA Fix to Sustain the Crime Victims Fund Act of 2021,3,Yea,Yea
Scott Peters_profile.json,H.R. 1652 (117th),VOCA Fix to Sustain the Crime Victims Fund Act of 2021,4,Yea,Yea
Scott Peters_profile.json,H.R. 1652 (117th),VOCA Fix to Sustain the Crime Victims Fund Act of 2021,5,Yea,Yea
Scott Peters_profile.json,H.R. 1652 (117th),VOCA Fix to Sustain the Crime Victims Fund Act of 2021,6,Yea,Yea
Scott Peters_profile.json,H.R. 1652 (117th),VOCA Fix to Sustain the Crime Victims Fund Act of 2021,7,Yea,Yea
Scott Peters_profile.json,H.R. 1652 (117th),VOCA Fix to Sustain the Crime Victims Fund Act of 2021,8,Yea,Yea
Scott Peters_profile.json,H.R. 1652 (117th),VOCA Fix to Sustain the Crime Victims Fund Act of 2021,9,Yea,Yea
Scott Peters_profile.json,H.R. 1652 (117th),VOCA Fix to Sustain the Crime Victims Fund Act of 2021,10,Yea,Yea
Scott Peters_profile.json,H.R. 1652 (117th),VOCA Fix to Sustain the Crime Victims Fund Act of 2021,11,Yea,Yea
Scott Peters_profile.json,H.R. 1652 (117th),VOCA Fix to Sustain the Crime Victims Fund Act of 2021,12,Yea,Yea
Scott Peters_profile.json,H.R. 1652 (117th),VOCA Fix to Sustain the Crime Victims Fund Act of 2021,13,Yea,Yea
Scott Peters_profile.json,H.R. 1652 (117th),VOCA Fix to Sustain the Crime Victims Fund Act of 2021,14,Yea,Yea
Scott Peters_profile.json,H.R. 1652 (117th),VOCA Fix to Sustain the Crime Victims Fund Act of 2021,15,Yea,Yea
Scott Peters_profile.json,H.R. 1652 (117th),VOCA Fix to Sustain the Crime Victims Fund Act of 2021,16,Yea,Yea
Scott Peters_profile.json,H.R. 1652 (117th),VOCA Fix to Sustain the Crime Victims Fund Act of 2021,17,Yea,Yea
Scott Peters_profile.json,H.R. 1652 (117th),VOCA Fix to Sustain the Crime Victims Fund Act of 2021,18,Yea,Yea
Scott Peters_profile.json,H.R. 1652 (117th),VOCA Fix to Sustain the Crime Victims Fund Act of 2021,19,Yea,Yea
Scott Peters_profile.json,H.R. 1652 (117th),VOCA Fix to Sustain the Crime Victims Fund Act of 2021,20,Yea,Yea
Wiley Nickel_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",1,Nay,Nay
Wiley Nickel_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",2,Nay,Nay
Wiley Nickel_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",3,Nay,Nay
Wiley Nickel_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",4,Nay,Nay
Wiley Nickel_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",5,Nay,Nay
Wiley Nickel_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",6,Nay,Nay
Wiley Nickel_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",7,Nay,Nay
Wiley Nickel_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",8,Nay,Nay
Wiley Nickel_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",9,Nay,Nay
Wiley Nickel_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",10,Nay,Nay
Wiley Nickel_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",11,Nay,Nay
Wiley Nickel_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",12,Nay,Nay
Wiley Nickel_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",13,Nay,Nay
Wiley Nickel_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",14,Yea,Nay
Wiley Nickel_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",15,Nay,Nay
Wiley Nickel_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",16,Nay,Nay
Wiley Nickel_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",17,Nay,Nay
Wiley Nickel_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",18,Nay,Nay
Wiley Nickel_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",19,Nay,Nay
Wiley Nickel_profile.json,H.R. 4821,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",20,Nay,Nay
Michael Cloud_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",1,Yea,Nay
Michael Cloud_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",2,Yea,Nay
Michael Cloud_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",3,Yea,Nay
Michael Cloud_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",4,Yea,Nay
Michael Cloud_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",5,Yea,Nay
Michael Cloud_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",6,Yea,Nay
Michael Cloud_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",7,Yea,Nay
Michael Cloud_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",8,Yea,Nay
Michael Cloud_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",9,Yea,Nay
Michael Cloud_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",10,Yea,Nay
Michael Cloud_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",11,Yea,Nay
Michael Cloud_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",12,Yea,Nay
Michael Cloud_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",13,Yea,Nay
Michael Cloud_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",14,Yea,Nay
Michael Cloud_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",15,Yea,Nay
Michael Cloud_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",16,Yea,Nay
Michael Cloud_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",17,Yea,Nay
Michael Cloud_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",18,Yea,Nay
Michael Cloud_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",19,Yea,Nay
Michael Cloud_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",20,Yea,Nay
Jennifer Wexton_profile.json,H.R. 941 (117th),TRANSPLANT Act of 2021,1,Yea,Yea
Jennifer Wexton_profile.json,H.R. 941 (117th),TRANSPLANT Act of 2021,2,Yea,Yea
Jennifer Wexton_profile.json,H.R. 941 (117th),TRANSPLANT Act of 2021,3,Yea,Yea
Jennifer Wexton_profile.json,H.R. 941 (117th),TRANSPLANT Act of 2021,4,Yea,Yea
Jennifer Wexton_profile.json,H.R. 941 (117th),TRANSPLANT Act of 2021,5,Yea,Yea
Jennifer Wexton_profile.json,H.R. 941 (117th),TRANSPLANT Act of 2021,6,Yea,Yea
Jennifer Wexton_profile.json,H.R. 941 (117th),TRANSPLANT Act of 2021,7,Yea,Yea
Jennifer Wexton_profile.json,H.R. 941 (117th),TRANSPLANT Act of 2021,8,Yea,Yea
Jennifer Wexton_profile.json,H.R. 941 (117th),TRANSPLANT Act of 2021,9,Yea,Yea
Jennifer Wexton_profile.json,H.R. 941 (117th),TRANSPLANT Act of 2021,10,Yea,Yea
Jennifer Wexton_profile.json,H.R. 941 (117th),TRANSPLANT Act of 2021,11,Yea,Yea
Jennifer Wexton_profile.json,H.R. 941 (117th),TRANSPLANT Act of 2021,12,Yea,Yea
Jennifer Wexton_profile.json,H.R. 941 (117th),TRANSPLANT Act of 2021,13,Yea,Yea
Jennifer Wexton_profile.json,H.R. 941 (117th),TRANSPLANT Act of 2021,14,Yea,Yea
Jennifer Wexton_profile.json,H.R. 941 (117th),TRANSPLANT Act of 2021,15,Yea,Yea
Jennifer Wexton_profile.json,H.R. 941 (117th),TRANSPLANT Act of 2021,16,Yea,Yea
Jennifer Wexton_profile.json,H.R. 941 (117th),TRANSPLANT Act of 2021,17,Yea,Yea
Jennifer Wexton_profile.json,H.R. 941 (117th),TRANSPLANT Act of 2021,18,Yea,Yea
Jennifer Wexton_profile.json,H.R. 941 (117th),TRANSPLANT Act of 2021,19,Yea,Yea
Jennifer Wexton_profile.json,H.R. 941 (117th),TRANSPLANT Act of 2021,20,Yea,Yea
Jamaal Bowman_profile.json,H.R. 4365,"Department of Defense Appropriations Act, 2024",1,Nay,Nay
Jamaal Bowman_profile.json,H.R. 4365,"Department of Defense Appropriations Act, 2024",2,Nay,Nay
Jamaal Bowman_profile.json,H.R. 4365,"Department of Defense Appropriations Act, 2024",3,Nay,Nay
Jamaal Bowman_profile.json,H.R. 4365,"Department of Defense Appropriations Act, 2024",4,Nay,Nay
Jamaal Bowman_profile.json,H.R. 4365,"Department of Defense Appropriations Act, 2024",5,Nay,Nay
Jamaal Bowman_profile.json,H.R. 4365,"Department of Defense Appropriations Act, 2024",6,Nay,Nay
Jamaal Bowman_profile.json,H.R. 4365,"Department of Defense Appropriations Act, 2024",7,Nay,Nay
Jamaal Bowman_profile.json,H.R. 4365,"Department of Defense Appropriations Act, 2024",8,Nay,Nay
Jamaal Bowman_profile.json,H.R. 4365,"Department of Defense Appropriations Act, 2024",9,Nay,Nay
Jamaal Bowman_profile.json,H.R. 4365,"Department of Defense Appropriations Act, 2024",10,Nay,Nay
Jamaal Bowman_profile.json,H.R. 4365,"Department of Defense Appropriations Act, 2024",11,Nay,Nay
Jamaal Bowman_profile.json,H.R. 4365,"Department of Defense Appropriations Act, 2024",12,Nay,Nay
Jamaal Bowman_profile.json,H.R. 4365,"Department of Defense Appropriations Act, 2024",13,Nay,Nay
Jamaal Bowman_profile.json,H.R. 4365,"Department of Defense Appropriations Act, 2024",14,Nay,Nay
Jamaal Bowman_profile.json,H.R. 4365,"Department of Defense Appropriations Act, 2024",15,Nay,Nay
Jamaal Bowman_profile.json,H.R. 4365,"Department of Defense Appropriations Act, 2024",16,Nay,Nay
Jamaal Bowman_profile.json,H.R. 4365,"Department of Defense Appropriations Act, 2024",17,Nay,Nay
Jamaal Bowman_profile.json,H.R. 4365,"Department of Defense Appropriations Act, 2024",18,Nay,Nay
Jamaal Bowman_profile.json,H.R. 4365,"Department of Defense Appropriations Act, 2024",19,Nay,Nay
Jamaal Bowman_profile.json,H.R. 4365,"Department of Defense Appropriations Act, 2024",20,Nay,Nay
Mike Kelly_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",1,Yea,Yea
Mike Kelly_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",2,Yea,Yea
Mike Kelly_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",3,Yea,Yea
Mike Kelly_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",4,Yea,Yea
Mike Kelly_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",5,Yea,Yea
Mike Kelly_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",6,Yea,Yea
Mike Kelly_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",7,Yea,Yea
Mike Kelly_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",8,Yea,Yea
Mike Kelly_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",9,Yea,Yea
Mike Kelly_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",10,Yea,Yea
Mike Kelly_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",11,Yea,Yea
Mike Kelly_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",12,Yea,Yea
Mike Kelly_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",13,Yea,Yea
Mike Kelly_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",14,Yea,Yea
Mike Kelly_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",15,Yea,Yea
Mike Kelly_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",16,Yea,Yea
Mike Kelly_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",17,Yea,Yea
Mike Kelly_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",18,Yea,Yea
Mike Kelly_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",19,Yea,Yea
Mike Kelly_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",20,Yea,Yea
Thomas Massie_profile.json,H.R. 1339 (117th),Advanced Air Mobility Coordination and Leadership Act,1,Yea,Yea
Thomas Massie_profile.json,H.R. 1339 (117th),Advanced Air Mobility Coordination and Leadership Act,2,Yea,Yea
Thomas Massie_profile.json,H.R. 1339 (117th),Advanced Air Mobility Coordination and Leadership Act,3,Yea,Yea
Thomas Massie_profile.json,H.R. 1339 (117th),Advanced Air Mobility Coordination and Leadership Act,4,Nay,Yea
Thomas Massie_profile.json,H.R. 1339 (117th),Advanced Air Mobility Coordination and Leadership Act,5,Yea,Yea
Thomas Massie_profile.json,H.R. 1339 (117th),Advanced Air Mobility Coordination and Leadership Act,6,Nay,Yea
Thomas Massie_profile.json,H.R. 1339 (117th),Advanced Air Mobility Coordination and Leadership Act,7,Yea,Yea
Thomas Massie_profile.json,H.R. 1339 (117th),Advanced Air Mobility Coordination and Leadership Act,8,Yea,Yea
Thomas Massie_profile.json,H.R. 1339 (117th),Advanced Air Mobility Coordination and Leadership Act,9,Nay,Yea
Thomas Massie_profile.json,H.R. 1339 (117th),Advanced Air Mobility Coordination and Leadership Act,10,Yea,Yea
Thomas Massie_profile.json,H.R. 1339 (117th),Advanced Air Mobility Coordination and Leadership Act,11,Yea,Yea
Thomas Massie_profile.json,H.R. 1339 (117th),Advanced Air Mobility Coordination and Leadership Act,12,Yea,Yea
Thomas Massie_profile.json,H.R. 1339 (117th),Advanced Air Mobility Coordination and Leadership Act,13,Yea,Yea
Thomas Massie_profile.json,H.R. 1339 (117th),Advanced Air Mobility Coordination and Leadership Act,14,Yea,Yea
Thomas Massie_profile.json,H.R. 1339 (117th),Advanced Air Mobility Coordination and Leadership Act,15,Yea,Yea
Thomas Massie_profile.json,H.R. 1339 (117th),Advanced Air Mobility Coordination and Leadership Act,16,Yea,Yea
Thomas Massie_profile.json,H.R. 1339 (117th),Advanced Air Mobility Coordination and Leadership Act,17,Yea,Yea
Thomas Massie_profile.json,H.R. 1339 (117th),Advanced Air Mobility Coordination and Leadership Act,18,Yea,Yea
Thomas Massie_profile.json,H.R. 1339 (117th),Advanced Air Mobility Coordination and Leadership Act,19,Yea,Yea
Thomas Massie_profile.json,H.R. 1339 (117th),Advanced Air Mobility Coordination and Leadership Act,20,Yea,Yea
Norma Torres_profile.json,H.R. 4373 (117th),"Further Additional Continuing Appropriations and Extensions Act, 2023",1,Yea,Yea
Norma Torres_profile.json,H.R. 4373 (117th),"Further Additional Continuing Appropriations and Extensions Act, 2023",2,Yea,Yea
Norma Torres_profile.json,H.R. 4373 (117th),"Further Additional Continuing Appropriations and Extensions Act, 2023",3,Yea,Yea
Norma Torres_profile.json,H.R. 4373 (117th),"Further Additional Continuing Appropriations and Extensions Act, 2023",4,Yea,Yea
Norma Torres_profile.json,H.R. 4373 (117th),"Further Additional Continuing Appropriations and Extensions Act, 2023",5,Yea,Yea
Norma Torres_profile.json,H.R. 4373 (117th),"Further Additional Continuing Appropriations and Extensions Act, 2023",6,Yea,Yea
Norma Torres_profile.json,H.R. 4373 (117th),"Further Additional Continuing Appropriations and Extensions Act, 2023",7,Yea,Yea
Norma Torres_profile.json,H.R. 4373 (117th),"Further Additional Continuing Appropriations and Extensions Act, 2023",8,Yea,Yea
Norma Torres_profile.json,H.R. 4373 (117th),"Further Additional Continuing Appropriations and Extensions Act, 2023",9,Yea,Yea
Norma Torres_profile.json,H.R. 4373 (117th),"Further Additional Continuing Appropriations and Extensions Act, 2023",10,Yea,Yea
Norma Torres_profile.json,H.R. 4373 (117th),"Further Additional Continuing Appropriations and Extensions Act, 2023",11,Yea,Yea
Norma Torres_profile.json,H.R. 4373 (117th),"Further Additional Continuing Appropriations and Extensions Act, 2023",12,Yea,Yea
