Selected profile file,Bill Name,Personal Prediction,Real Result,Bill Number
Diana DeGette_profile.json,Securing a Strong Retirement Act of 2021,Yea,Yea,H.R. 2954 (117th)
Diana DeGette_profile.json,Homicide Victims\u2019 Families\u2019 Rights Act of 2021,Yea,Yea,H.R. 3359 (117th)
Diana DeGette_profile.json,Save the Liberty Theatre Act of 2021,Nay,Yea,H.R. 3197 (117th)
Diana DeGette_profile.json,Modernizing Access to Our Public Land Act,Yea,Yea,H.R. 3113 (117th)
Diana DeGette_profile.json,American Rescue Plan Act of 2021,Nay,Yea,H.R. 1319 (117th)
Diana DeGette_profile.json,PRRADA,Yea,Yea,H.R. 1192 (117th)
Diana DeGette_profile.json,"Consolidated Appropriations Act, 2022",Yea,Yea,H.R. 2471 (117th)
Diana DeGette_profile.json,"Consolidated Appropriations Act, 2022",Yea,Yea,H.R. 2471 (117th)
Diana DeGette_profile.json,"To designate the facility of the United States Postal Service located at 500 West Main Street, Suite 102 in Tupelo, Mississippi, as the Colonel Carlyle Smitty Harris Post Office.",Nay,Yea,H.R. 208 (117th)
Diana DeGette_profile.json,Emmett Till Antilynching Act,Yea,Yea,H.R. 55 (117th)
Diana DeGette_profile.json,"To designate the facility of the United States Postal Service located at 223 West Chalan Santo Papa in Hagatna, Guam, as the \u201cAtanasio Taitano Perez Post Office\u201d.",Yea,Yea,H.R. 3539 (117th)
Diana DeGette_profile.json,"To designate the facility of the United States Postal Service located at 502 East Cotati Avenue in Cotati, California, as the \u201cArturo L. Ibleto Post Office Building\u201d.",Yea,Yea,H.R. 735 (117th)
Diana DeGette_profile.json,Postal Service Reform Act of 2022,Yea,Yea,H.R. 3076 (117th)
Diana DeGette_profile.json,"To designate the facility of the United States Postal Service located at 2800 South Adams Street in Tallahassee, Florida, as the \u201cD. Edwina Stephens Post Office\u201d.",Yea,Yea,H.R. 2324 (117th)
Diana DeGette_profile.json,To provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Yea,Yea,H.R. 335 (117th)
Diana DeGette_profile.json,Congressional Budget Justification Transparency Act of 2021,Yea,Yea,H.R. 22 (117th)
Diana DeGette_profile.json,Wounded Warrior Access Act,Yea,Yea,H.R. 1226
Diana DeGette_profile.json,"To designate the facility of the United States Postal Service located at 3900 Crown Road Southwest in Atlanta, Georgia, as the \u201cJohn R. Lewis Post Office Building\u201d.",Yea,Yea,H.R. 5577 (117th)
Diana DeGette_profile.json,NOTAM Improvement Act of 2023,Yea,Yea,H.R. 346
Diana Harshbarger_profile.json,"To designate the facility of the United States Postal Service located at 39 West Main Street, in Honeoye Falls, New York, as the \u201cCW4 Christian J. Koch Memorial Post Office\u201d.",Yea,Yea,H.R. 3508 (117th)
Diana Harshbarger_profile.json,VA Transparency & Trust Act of 2021,Yea,Yea,H.R. 2911 (117th)
Diana Harshbarger_profile.json,"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the \u201cSpecialist Four Charles Johnson Post Office\u201d.",Nay,Yea,H.R. 92 (117th)
Diana Harshbarger_profile.json,"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the \u201cPrivate First Class Barrett Lyle Austin Post Office Building\u201d.",Yea,Yea,H.R. 91 (117th)
Diana Harshbarger_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,Yea,Yea,H.R. 1096
Diana Harshbarger_profile.json,"To designate the facility of the United States Postal Service located at 450 West Schaumburg Road in Schaumburg, Illinois, as the \u201cVeterans of Iraq and Afghanistan Memorial Post Office Building\u201d.",Yea,Yea,H.R. 6386 (117th)
Diana Harshbarger_profile.json,"To designate the facility of the United States Postal Service located at 303 East Mississippi Avenue in Elwood, Illinois, as the \u201cLawrence M. \u2018Larry\u2019 Walsh Sr. Post Office\u201d.",Yea,Yea,H.R. 700 (117th)
Diana Harshbarger_profile.json,"To designate the facility of the United States Postal Service located at 2016 East 1st Street in Los Angeles, California, as the \u201cMarine Corps Reserve PVT Jacob Cruz Post Office\u201d.",Yea,Yea,H.R. 5900 (117th)
Diana Harshbarger_profile.json,"To designate the facility of the United States Postal Service located at 5302 Galveston Road in Houston, Texas, as the Vanessa Guill\u00e9n Post Office Building.",Nay,Yea,H.R. 224 (117th)
Diana Harshbarger_profile.json,"Further Continuing Appropriations and Extensions Act, 2023",Nay,Nay,H.R. 1437 (117th)
Diana Harshbarger_profile.json,Empowering the U.S. Fire Administration Act,Yea,Yea,H.R. 7077 (117th)
Diana Harshbarger_profile.json,"Small Business Mergers, Acquisitions, Sales, and Brokerage Simplification Act of 2021",Yea,Yea,H.R. 935 (117th)
Diana Harshbarger_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",Yea,Yea,H.R. 3672
Diana Harshbarger_profile.json,Ensuring Compliance Against Drug Diversion Act of 2021,Yea,Yea,H.R. 1899 (117th)
Diana Harshbarger_profile.json,Protecting Indian Tribes from Scams Act,Yea,Yea,H.R. 1762 (117th)
Diana Harshbarger_profile.json,DEBAR Act of 2021,Yea,Yea,H.R. 1002 (117th)
Diana Harshbarger_profile.json,TRANSPLANT Act of 2021,Yea,Yea,H.R. 941 (117th)
Diana Harshbarger_profile.json,Nicholas and Zachary Burt Memorial Carbon Monoxide Poisoning Prevention Act of 2021,Nay,Nay,H.R. 1460 (117th)
Diana Harshbarger_profile.json,Fraud and Scam Reduction Act,Yea,Yea,H.R. 1215 (117th)
Diana Harshbarger_profile.json,United States Anti-Doping Agency Reauthorization Act of 2021,Yea,Yea,H.R. 172 (117th)
Diana Harshbarger_profile.json,"To prevent across-the-board direct spending cuts, and for other purposes.",Yea,Yea,H.R. 1868 (117th)
Diana Harshbarger_profile.json,"To prevent across-the-board direct spending cuts, and for other purposes.",Nay,Nay,H.R. 1868 (117th)
Diana Harshbarger_profile.json,Fiscal Responsibility Act of 2023,No,No,H.R. 3746
Diana Harshbarger_profile.json,Ukraine Invasion War Crimes Deterrence and Accountability Act,Yea,Yea,H.R. 7276 (117th)
Diana Harshbarger_profile.json,VOCA Fix to Sustain the Crime Victims Fund Act of 2021,Yea,Nay,H.R. 1652 (117th)
Diana Harshbarger_profile.json,"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",Yea,Yea,H.R. 1085 (117th)
Diana Harshbarger_profile.json,COVID-19 Bankruptcy Relief Extension Act of 2021,Yea,Yea,H.R. 1651 (117th)
Diana Harshbarger_profile.json,PPP Extension Act of 2021,Nay,Yea,H.R. 1799 (117th)
Diana Harshbarger_profile.json,Data Mapping to Save Moms\u2019 Lives Act,Yea,Yea,H.R. 1218 (117th)
Diana Harshbarger_profile.json,American Rescue Plan Act of 2021,Nay,Nay,H.R. 1319 (117th)
Diana Harshbarger_profile.json,"Continuing Appropriations and Ukraine Supplemental Appropriations Act, 2023",Nay,Nay,H.R. 6833 (117th)
Diana Harshbarger_profile.json,TRANQ Research Act of 2023,Nay,Yea,H.R. 1734
Diana Harshbarger_profile.json,Securing a Strong Retirement Act of 2021,Yea,Yea,H.R. 2954 (117th)
Diana Harshbarger_profile.json,Homicide Victims\u2019 Families\u2019 Rights Act of 2021,Yea,Yea,H.R. 3359 (117th)
Diana Harshbarger_profile.json,Save the Liberty Theatre Act of 2021,Yea,Yea,H.R. 3197 (117th)
Diana Harshbarger_profile.json,Modernizing Access to Our Public Land Act,Yea,Yea,H.R. 3113 (117th)
Diana Harshbarger_profile.json,American Rescue Plan Act of 2021,Nay,Nay,H.R. 1319 (117th)
Diana Harshbarger_profile.json,PRRADA,Yea,Yea,H.R. 1192 (117th)
Diana Harshbarger_profile.json,"Consolidated Appropriations Act, 2022",Yea,Nay,H.R. 2471 (117th)
Diana Harshbarger_profile.json,"Consolidated Appropriations Act, 2022",Nay,Nay,H.R. 2471 (117th)
Diana Harshbarger_profile.json,"To designate the facility of the United States Postal Service located at 500 West Main Street, Suite 102 in Tupelo, Mississippi, as the Colonel Carlyle Smitty Harris Post Office.",Yea,Yea,H.R. 208 (117th)
Diana Harshbarger_profile.json,Emmett Till Antilynching Act,Nay,Yea,H.R. 55 (117th)
Diana Harshbarger_profile.json,"To designate the facility of the United States Postal Service located at 223 West Chalan Santo Papa in Hagatna, Guam, as the \u201cAtanasio Taitano Perez Post Office\u201d.",Nay,Yea,H.R. 3539 (117th)
Diana Harshbarger_profile.json,"To designate the facility of the United States Postal Service located at 502 East Cotati Avenue in Cotati, California, as the \u201cArturo L. Ibleto Post Office Building\u201d.",Yea,Yea,H.R. 735 (117th)
Diana Harshbarger_profile.json,Postal Service Reform Act of 2022,Nay,Yea,H.R. 3076 (117th)
Diana Harshbarger_profile.json,"To designate the facility of the United States Postal Service located at 2800 South Adams Street in Tallahassee, Florida, as the \u201cD. Edwina Stephens Post Office\u201d.",Yea,Yea,H.R. 2324 (117th)
Diana Harshbarger_profile.json,To provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Nay,Nay,H.R. 335 (117th)
Diana Harshbarger_profile.json,Congressional Budget Justification Transparency Act of 2021,Yea,Yea,H.R. 22 (117th)
Diana Harshbarger_profile.json,Wounded Warrior Access Act,Yea,Yea,H.R. 1226
Diana Harshbarger_profile.json,"To designate the facility of the United States Postal Service located at 3900 Crown Road Southwest in Atlanta, Georgia, as the \u201cJohn R. Lewis Post Office Building\u201d.",Yea,Yea,H.R. 5577 (117th)
Diana Harshbarger_profile.json,Disapproving the action of the District of Columbia Council in approving the Revised Criminal Code Act of 2022.,Yea,Yea,H.J.Res. 26
Diana Harshbarger_profile.json,"Relating to a national emergency declared by the President on March 13, 2020.",Yea,Yea,H.J.Res. 7
Diana Harshbarger_profile.json,NOTAM Improvement Act of 2023,Yea,Yea,H.R. 346
Dina Titus_profile.json,"To designate the facility of the United States Postal Service located at 39 West Main Street, in Honeoye Falls, New York, as the \u201cCW4 Christian J. Koch Memorial Post Office\u201d.",Yea,Yea,H.R. 3508 (117th)
Dina Titus_profile.json,VA Transparency & Trust Act of 2021,Nay,Yea,H.R. 2911 (117th)
Dina Titus_profile.json,"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the \u201cSpecialist Four Charles Johnson Post Office\u201d.",Yea,Yea,H.R. 92 (117th)
Dina Titus_profile.json,"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the \u201cPrivate First Class Barrett Lyle Austin Post Office Building\u201d.",Yea,Yea,H.R. 91 (117th)
Dina Titus_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,Yea,Yea,H.R. 1096
Dina Titus_profile.json,"To designate the facility of the United States Postal Service located at 450 West Schaumburg Road in Schaumburg, Illinois, as the \u201cVeterans of Iraq and Afghanistan Memorial Post Office Building\u201d.",Nay,Yea,H.R. 6386 (117th)
Dina Titus_profile.json,"To designate the facility of the United States Postal Service located at 303 East Mississippi Avenue in Elwood, Illinois, as the \u201cLawrence M. \u2018Larry\u2019 Walsh Sr. Post Office\u201d.",Yea,Yea,H.R. 700 (117th)
Dina Titus_profile.json,"To designate the facility of the United States Postal Service located at 2016 East 1st Street in Los Angeles, California, as the \u201cMarine Corps Reserve PVT Jacob Cruz Post Office\u201d.",Yea,Yea,H.R. 5900 (117th)
Dina Titus_profile.json,"To designate the facility of the United States Postal Service located at 5302 Galveston Road in Houston, Texas, as the Vanessa Guill\u00e9n Post Office Building.",Nay,Yea,H.R. 224 (117th)
Dina Titus_profile.json,"Further Continuing Appropriations and Extensions Act, 2023",Nay,Yea,H.R. 1437 (117th)
Dina Titus_profile.json,Empowering the U.S. Fire Administration Act,Yea,Yea,H.R. 7077 (117th)
Dina Titus_profile.json,"Small Business Mergers, Acquisitions, Sales, and Brokerage Simplification Act of 2021",Yea,Yea,H.R. 935 (117th)
Dina Titus_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",Yea,Yea,H.R. 3672
Dina Titus_profile.json,Ensuring Compliance Against Drug Diversion Act of 2021,Yea,Yea,H.R. 1899 (117th)
Dina Titus_profile.json,Protecting Indian Tribes from Scams Act,Yea,Yea,H.R. 1762 (117th)
Dina Titus_profile.json,DEBAR Act of 2021,Yea,Yea,H.R. 1002 (117th)
Dina Titus_profile.json,TRANSPLANT Act of 2021,Nay,Yea,H.R. 941 (117th)
Dina Titus_profile.json,Nicholas and Zachary Burt Memorial Carbon Monoxide Poisoning Prevention Act of 2021,Yea,Yea,H.R. 1460 (117th)
Dina Titus_profile.json,Fraud and Scam Reduction Act,Yea,Yea,H.R. 1215 (117th)
Dina Titus_profile.json,United States Anti-Doping Agency Reauthorization Act of 2021,Yea,Yea,H.R. 172 (117th)
Dina Titus_profile.json,"To prevent across-the-board direct spending cuts, and for other purposes.",Yea,Yea,H.R. 1868 (117th)
Dina Titus_profile.json,"To prevent across-the-board direct spending cuts, and for other purposes.",Yea,Yea,H.R. 1868 (117th)
Dina Titus_profile.json,Fiscal Responsibility Act of 2023,Yea,Yea,H.R. 3746
Dina Titus_profile.json,Ukraine Invasion War Crimes Deterrence and Accountability Act,Yea,Yea,H.R. 7276 (117th)
Dina Titus_profile.json,VOCA Fix to Sustain the Crime Victims Fund Act of 2021,Yea,Yea,H.R. 1652 (117th)
Dina Titus_profile.json,"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",Yea,Yea,H.R. 1085 (117th)
Dina Titus_profile.json,COVID-19 Bankruptcy Relief Extension Act of 2021,Yea,Yea,H.R. 1651 (117th)
Dina Titus_profile.json,PPP Extension Act of 2021,Nay,Yea,H.R. 1799 (117th)
Dina Titus_profile.json,Data Mapping to Save Moms\u2019 Lives Act,Yea,Yea,H.R. 1218 (117th)
Dina Titus_profile.json,American Rescue Plan Act of 2021,Yea,Yea,H.R. 1319 (117th)
Dina Titus_profile.json,"Continuing Appropriations and Ukraine Supplemental Appropriations Act, 2023",Yea,Yea,H.R. 6833 (117th)
Dina Titus_profile.json,TRANQ Research Act of 2023,Nay,Yea,H.R. 1734
Dina Titus_profile.json,Securing a Strong Retirement Act of 2021,Yea,Yea,H.R. 2954 (117th)
Dina Titus_profile.json,Homicide Victims\u2019 Families\u2019 Rights Act of 2021,Nay,Yea,H.R. 3359 (117th)
Dina Titus_profile.json,Save the Liberty Theatre Act of 2021,Nay,Yea,H.R. 3197 (117th)
Dina Titus_profile.json,Modernizing Access to Our Public Land Act,Nay,Yea,H.R. 3113 (117th)
Dina Titus_profile.json,American Rescue Plan Act of 2021,Nay,Yea,H.R. 1319 (117th)
Dina Titus_profile.json,PRRADA,Yea,Yea,H.R. 1192 (117th)
Dina Titus_profile.json,"Consolidated Appropriations Act, 2022",Nay,Yea,H.R. 2471 (117th)
Dina Titus_profile.json,"Consolidated Appropriations Act, 2022",Yea,Yea,H.R. 2471 (117th)
Dina Titus_profile.json,"To designate the facility of the United States Postal Service located at 500 West Main Street, Suite 102 in Tupelo, Mississippi, as the Colonel Carlyle Smitty Harris Post Office.",Yea,Yea,H.R. 208 (117th)
Dina Titus_profile.json,Emmett Till Antilynching Act,Yea,Yea,H.R. 55 (117th)
Dina Titus_profile.json,"To designate the facility of the United States Postal Service located at 223 West Chalan Santo Papa in Hagatna, Guam, as the \u201cAtanasio Taitano Perez Post Office\u201d.",Yea,Yea,H.R. 3539 (117th)
Dina Titus_profile.json,"To designate the facility of the United States Postal Service located at 502 East Cotati Avenue in Cotati, California, as the \u201cArturo L. Ibleto Post Office Building\u201d.",Yea,Yea,H.R. 735 (117th)
Dina Titus_profile.json,Postal Service Reform Act of 2022,Yea,Yea,H.R. 3076 (117th)
Dina Titus_profile.json,"To designate the facility of the United States Postal Service located at 2800 South Adams Street in Tallahassee, Florida, as the \u201cD. Edwina Stephens Post Office\u201d.",Yea,Yea,H.R. 2324 (117th)
Dina Titus_profile.json,To provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Yea,Yea,H.R. 335 (117th)
Dina Titus_profile.json,Congressional Budget Justification Transparency Act of 2021,Yea,Yea,H.R. 22 (117th)
Dina Titus_profile.json,Wounded Warrior Access Act,Yea,Yea,H.R. 1226
Dina Titus_profile.json,"To designate the facility of the United States Postal Service located at 3900 Crown Road Southwest in Atlanta, Georgia, as the \u201cJohn R. Lewis Post Office Building\u201d.",Yea,Yea,H.R. 5577 (117th)
Dina Titus_profile.json,Disapproving the action of the District of Columbia Council in approving the Revised Criminal Code Act of 2022.,Yea,Nay,H.J.Res. 26
Dina Titus_profile.json,"Relating to a national emergency declared by the President on March 13, 2020.",Yea,Nay,H.J.Res. 7
Dina Titus_profile.json,NOTAM Improvement Act of 2023,Yea,Yea,H.R. 346
Don Bacon_profile.json,VA Transparency & Trust Act of 2021,Yea,Yea,H.R. 2911 (117th)
Don Bacon_profile.json,"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the \u201cSpecialist Four Charles Johnson Post Office\u201d.",Yea,Yea,H.R. 92 (117th)
Don Bacon_profile.json,"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the \u201cPrivate First Class Barrett Lyle Austin Post Office Building\u201d.",Yea,Yea,H.R. 91 (117th)
Don Bacon_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,Yea,Yea,H.R. 1096
Don Bacon_profile.json,"To designate the facility of the United States Postal Service located at 450 West Schaumburg Road in Schaumburg, Illinois, as the \u201cVeterans of Iraq and Afghanistan Memorial Post Office Building\u201d.",Nay,Yea,H.R. 6386 (117th)
Don Bacon_profile.json,"To designate the facility of the United States Postal Service located at 303 East Mississippi Avenue in Elwood, Illinois, as the \u201cLawrence M. \u2018Larry\u2019 Walsh Sr. Post Office\u201d.",Yea,Yea,H.R. 700 (117th)
Don Bacon_profile.json,"To designate the facility of the United States Postal Service located at 2016 East 1st Street in Los Angeles, California, as the \u201cMarine Corps Reserve PVT Jacob Cruz Post Office\u201d.",Yea,Yea,H.R. 5900 (117th)
Don Bacon_profile.json,"To designate the facility of the United States Postal Service located at 5302 Galveston Road in Houston, Texas, as the Vanessa Guill\u00e9n Post Office Building.",Nay,Yea,H.R. 224 (117th)
Don Bacon_profile.json,"Further Continuing Appropriations and Extensions Act, 2023",Yea,Yea,H.R. 1437 (117th)
Don Bacon_profile.json,Empowering the U.S. Fire Administration Act,Yea,Yea,H.R. 7077 (117th)
Don Bacon_profile.json,"Small Business Mergers, Acquisitions, Sales, and Brokerage Simplification Act of 2021",Yea,Yea,H.R. 935 (117th)
Don Bacon_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",Nay,Yea,H.R. 3672
Don Bacon_profile.json,Ensuring Compliance Against Drug Diversion Act of 2021,Yea,Yea,H.R. 1899 (117th)
Don Bacon_profile.json,Protecting Indian Tribes from Scams Act,Yea,Yea,H.R. 1762 (117th)
Don Bacon_profile.json,DEBAR Act of 2021,Yea,Yea,H.R. 1002 (117th)
Don Bacon_profile.json,TRANSPLANT Act of 2021,Nay,Yea,H.R. 941 (117th)
Don Bacon_profile.json,Nicholas and Zachary Burt Memorial Carbon Monoxide Poisoning Prevention Act of 2021,Yea,Yea,H.R. 1460 (117th)
Don Bacon_profile.json,Fraud and Scam Reduction Act,Yea,Yea,H.R. 1215 (117th)
Don Bacon_profile.json,United States Anti-Doping Agency Reauthorization Act of 2021,Yea,Yea,H.R. 172 (117th)
Don Bacon_profile.json,"To prevent across-the-board direct spending cuts, and for other purposes.",Yea,Yea,H.R. 1868 (117th)
Don Bacon_profile.json,"To prevent across-the-board direct spending cuts, and for other purposes.",Yea,Yea,H.R. 1868 (117th)
Don Bacon_profile.json,Fiscal Responsibility Act of 2023,Yea,Yea,H.R. 3746
Don Bacon_profile.json,Ukraine Invasion War Crimes Deterrence and Accountability Act,Yea,Yea,H.R. 7276 (117th)
Don Bacon_profile.json,VOCA Fix to Sustain the Crime Victims Fund Act of 2021,Yea,Yea,H.R. 1652 (117th)
Don Bacon_profile.json,"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",Yea,Yea,H.R. 1085 (117th)
Don Bacon_profile.json,COVID-19 Bankruptcy Relief Extension Act of 2021,Yea,Yea,H.R. 1651 (117th)
Don Bacon_profile.json,PPP Extension Act of 2021,Nay,Yea,H.R. 1799 (117th)
Don Bacon_profile.json,Data Mapping to Save Moms\u2019 Lives Act,Yea,Yea,H.R. 1218 (117th)
Don Bacon_profile.json,American Rescue Plan Act of 2021,Nay,Nay,H.R. 1319 (117th)
Don Bacon_profile.json,"Continuing Appropriations and Ukraine Supplemental Appropriations Act, 2023",Yea,Yea,H.R. 6833 (117th)
Don Bacon_profile.json,TRANQ Research Act of 2023,Yea,Yea,H.R. 1734
Don Bacon_profile.json,Securing a Strong Retirement Act of 2021,Yea,Yea,H.R. 2954 (117th)
Don Bacon_profile.json,Homicide Victims\u2019 Families\u2019 Rights Act of 2021,Yea,Yea,H.R. 3359 (117th)
Don Bacon_profile.json,Save the Liberty Theatre Act of 2021,Yea,Yea,H.R. 3197 (117th)
Don Bacon_profile.json,Modernizing Access to Our Public Land Act,Yea,Yea,H.R. 3113 (117th)
Don Bacon_profile.json,American Rescue Plan Act of 2021,Nay,Nay,H.R. 1319 (117th)
Don Bacon_profile.json,PRRADA,Yea,Yea,H.R. 1192 (117th)
Don Bacon_profile.json,"Consolidated Appropriations Act, 2022",Nay,Nay,H.R. 2471 (117th)
Don Bacon_profile.json,"Consolidated Appropriations Act, 2022",Nay,Yea,H.R. 2471 (117th)
Don Bacon_profile.json,"To designate the facility of the United States Postal Service located at 500 West Main Street, Suite 102 in Tupelo, Mississippi, as the Colonel Carlyle Smitty Harris Post Office.",Yea,Yea,H.R. 208 (117th)
Don Bacon_profile.json,Emmett Till Antilynching Act,Yea,Yea,H.R. 55 (117th)
Don Bacon_profile.json,"To designate the facility of the United States Postal Service located at 223 West Chalan Santo Papa in Hagatna, Guam, as the \u201cAtanasio Taitano Perez Post Office\u201d.",Yea,Yea,H.R. 3539 (117th)
Don Bacon_profile.json,"To designate the facility of the United States Postal Service located at 502 East Cotati Avenue in Cotati, California, as the \u201cArturo L. Ibleto Post Office Building\u201d.",Yea,Yea,H.R. 735 (117th)
Don Bacon_profile.json,Postal Service Reform Act of 2022,Yea,Yea,H.R. 3076 (117th)
Don Bacon_profile.json,"To designate the facility of the United States Postal Service located at 2800 South Adams Street in Tallahassee, Florida, as the \u201cD. Edwina Stephens Post Office\u201d.",Yea,Yea,H.R. 2324 (117th)
Don Bacon_profile.json,To provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,Yea,Yea,H.R. 335 (117th)
Don Bacon_profile.json,Congressional Budget Justification Transparency Act of 2021,Yea,Yea,H.R. 22 (117th)
Don Bacon_profile.json,Wounded Warrior Access Act,Yea,Yea,H.R. 1226
Don Bacon_profile.json,"To designate the facility of the United States Postal Service located at 3900 Crown Road Southwest in Atlanta, Georgia, as the \u201cJohn R. Lewis Post Office Building\u201d.",Yea,Yea,H.R. 5577 (117th)
Don Bacon_profile.json,NOTAM Improvement Act of 2023,Yea,Yea,H.R. 346
Donald Norcross_profile.json,VA Transparency & Trust Act of 2021,Yea,Yea,H.R. 2911 (117th)
Donald Norcross_profile.json,"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the \u201cSpecialist Four Charles Johnson Post Office\u201d.",Yea,Yea,H.R. 92 (117th)
Donald Norcross_profile.json,"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the \u201cPrivate First Class Barrett Lyle Austin Post Office Building\u201d.",Yea,Yea,H.R. 91 (117th)
Donald Norcross_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,Yea,Yea,H.R. 1096
Donald Norcross_profile.json,"To designate the facility of the United States Postal Service located at 450 West Schaumburg Road in Schaumburg, Illinois, as the \u201cVeterans of Iraq and Afghanistan Memorial Post Office Building\u201d.",Nay,Yea,H.R. 6386 (117th)
Donald Norcross_profile.json,"To designate the facility of the United States Postal Service located at 303 East Mississippi Avenue in Elwood, Illinois, as the \u201cLawrence M. \u2018Larry\u2019 Walsh Sr. Post Office\u201d.",Yea,Yea,H.R. 700 (117th)
Donald Norcross_profile.json,"To designate the facility of the United States Postal Service located at 2016 East 1st Street in Los Angeles, California, as the \u201cMarine Corps Reserve PVT Jacob Cruz Post Office\u201d.",Yea,Yea,H.R. 5900 (117th)
Donald Norcross_profile.json,"To designate the facility of the United States Postal Service located at 5302 Galveston Road in Houston, Texas, as the Vanessa Guill\u00e9n Post Office Building.",Yea,Yea,H.R. 224 (117th)
Donald Norcross_profile.json,"Further Continuing Appropriations and Extensions Act, 2023",Yea,Yea,H.R. 1437 (117th)
Donald Norcross_profile.json,Empowering the U.S. Fire Administration Act,Nay,Yea,H.R. 7077 (117th)
Donald Norcross_profile.json,"Small Business Mergers, Acquisitions, Sales, and Brokerage Simplification Act of 2021",Yea,Yea,H.R. 935 (117th)
Donald Norcross_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",Yea,Yea,H.R. 3672
Donald Norcross_profile.json,Ensuring Compliance Against Drug Diversion Act of 2021,Yea,Yea,H.R. 1899 (117th)
Donald Norcross_profile.json,Protecting Indian Tribes from Scams Act,Yea,Yea,H.R. 1762 (117th)
Donald Norcross_profile.json,DEBAR Act of 2021,Yea,Yea,H.R. 1002 (117th)
Donald Norcross_profile.json,TRANSPLANT Act of 2021,Yea,Yea,H.R. 941 (117th)
Donald Norcross_profile.json,Nicholas and Zachary Burt Memorial Carbon Monoxide Poisoning Prevention Act of 2021,Yea,Yea,H.R. 1460 (117th)
Donald Norcross_profile.json,Fraud and Scam Reduction Act,Yea,Yea,H.R. 1215 (117th)
Donald Norcross_profile.json,United States Anti-Doping Agency Reauthorization Act of 2021,Yea,Yea,H.R. 172 (117th)
Donald Norcross_profile.json,"To prevent across-the-board direct spending cuts, and for other purposes.",Yea,Yea,H.R. 1868 (117th)
Donald Norcross_profile.json,"To prevent across-the-board direct spending cuts, and for other purposes.",Yea,Yea,H.R. 1868 (117th)
Donald Norcross_profile.json,Fiscal Responsibility Act of 2023,Yea,Yea,H.R. 3746
Donald Norcross_profile.json,Ukraine Invasion War Crimes Deterrence and Accountability Act,Nay,Yea,H.R. 7276 (117th)
Donald Norcross_profile.json,VOCA Fix to Sustain the Crime Victims Fund Act of 2021,Nay,Yea,H.R. 1652 (117th)
Donald Norcross_profile.json,"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",Nay,Yea,H.R. 1085 (117th)
Donald Norcross_profile.json,COVID-19 Bankruptcy Relief Extension Act of 2021,Yea,Yea,H.R. 1651 (117th)
Donald Norcross_profile.json,PPP Extension Act of 2021,Yea,Yea,H.R. 1799 (117th)
Donald Norcross_profile.json,Data Mapping to Save Moms\u2019 Lives Act,Nay,Yea,H.R. 1218 (117th)
Donald Norcross_profile.json,American Rescue Plan Act of 2021,Yea,Yea,H.R. 1319 (117th)
Donald Norcross_profile.json,"Continuing Appropriations and Ukraine Supplemental Appropriations Act, 2023",Yea,Yea,H.R. 6833 (117th)
Donald Norcross_profile.json,TRANQ Research Act of 2023,Yea,Yea,H.R. 1734
