Selected profile file,Bill Name,Bill Number,Personal Prediction,Real Result
Emilia Sykes_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Emilia Sykes_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Emilia Sykes_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Emilia Sykes_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Nay,Yea
Emilia Sykes_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Emilia Sykes_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Emilia Sykes_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Nay,Nay
Emilia Sykes_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Emilia Sykes_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Emilia Sykes_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Nay,Yea
Emilia Sykes_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Nay,Nay
Emilia Sykes_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Emilia Sykes_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Nay,Nay
Emilia Sykes_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Emilia Sykes_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Eric Burlison_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Eric Burlison_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Eric Burlison_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Eric Burlison_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Eric Burlison_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Eric Burlison_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Eric Burlison_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Eric Burlison_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Eric Burlison_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Eric Burlison_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Nay,Nay
Eric Burlison_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Eric Burlison_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Eric Burlison_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Eric Burlison_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Nay,Nay
Eric Burlison_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Eric Burlison_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Yea,Nay
Eric Burlison_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Eric Burlison_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Eric Sorensen_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Eric Sorensen_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Eric Sorensen_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Eric Sorensen_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Eric Sorensen_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Eric Sorensen_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Eric Sorensen_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Eric Sorensen_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Nay,Yea
Eric Sorensen_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Eric Sorensen_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Yea,Nay
Eric Sorensen_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Eric Sorensen_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Eric Sorensen_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Eric Sorensen_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Yea,Nay
Eric Sorensen_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Eric Sorensen_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Nay,Nay
Eric Sorensen_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Eric Sorensen_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Erin Houchin_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Erin Houchin_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Erin Houchin_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Erin Houchin_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Erin Houchin_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Erin Houchin_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Erin Houchin_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Erin Houchin_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Erin Houchin_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Erin Houchin_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Yea,Nay
Erin Houchin_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Erin Houchin_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Erin Houchin_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Erin Houchin_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Nay,Nay
Erin Houchin_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Erin Houchin_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Nay,Nay
Erin Houchin_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Erin Houchin_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Gabriel (Gabe)  Vasquez_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Gabriel (Gabe)  Vasquez_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Gabriel (Gabe)  Vasquez_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Yea,Nay
Gabriel (Gabe)  Vasquez_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Gabriel (Gabe)  Vasquez_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Nay,Nay
Gabriel (Gabe)  Vasquez_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Gabriel (Gabe)  Vasquez_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Gabriel (Gabe)  Vasquez_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Gabriel (Gabe)  Vasquez_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Yea,Nay
Gabriel (Gabe)  Vasquez_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Gabriel (Gabe)  Vasquez_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Gabriel (Gabe)  Vasquez_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Gabriel (Gabe)  Vasquez_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Gabriel (Gabe)  Vasquez_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Gabriel (Gabe)  Vasquez_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Gabriel (Gabe)  Vasquez_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Gabriel (Gabe)  Vasquez_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Gabriel (Gabe)  Vasquez_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Gabriel (Gabe)  Vasquez_profile.json,Fiscal Responsibility Act of 2023,H.R. 3746,Yea,Yea
Gabriel (Gabe)  Vasquez_profile.json,TRANQ Research Act of 2023,H.R. 1734,Yea,Yea
Gabriel (Gabe)  Vasquez_profile.json,Wounded Warrior Access Act,H.R. 1226,Yea,Yea
Gabriel (Gabe)  Vasquez_profile.json,NOTAM Improvement Act of 2023,H.R. 346,Yea,Yea
George  Santos_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Nay,Nay
George  Santos_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
George  Santos_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
George  Santos_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
George  Santos_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Yea,Nay
George  Santos_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
George  Santos_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
George  Santos_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
George  Santos_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Nay,Yea
George  Santos_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
George  Santos_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
George  Santos_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
George  Santos_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
George  Santos_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
George  Santos_profile.json,Fiscal Responsibility Act of 2023,H.R. 3746,Yea,Yea
George  Santos_profile.json,TRANQ Research Act of 2023,H.R. 1734,Yea,Yea
George  Santos_profile.json,Wounded Warrior Access Act,H.R. 1226,Yea,Yea
George  Santos_profile.json,NOTAM Improvement Act of 2023,H.R. 346,Yea,Yea
Glenn Ivey_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Glenn Ivey_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Glenn Ivey_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Glenn Ivey_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Glenn Ivey_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Glenn Ivey_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Glenn Ivey_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Glenn Ivey_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Glenn Ivey_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Nay,Yea
Glenn Ivey_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Nay,Nay
Glenn Ivey_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Glenn Ivey_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Nay,Yea
Glenn Ivey_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Glenn Ivey_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Nay,Nay
Glenn Ivey_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Glenn Ivey_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Yea,Nay
Glenn Ivey_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Glenn Ivey_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Greg Landsman_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Greg Landsman_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Greg Landsman_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Greg Landsman_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Greg Landsman_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Greg Landsman_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Greg Landsman_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Greg Landsman_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Greg Landsman_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Greg Landsman_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Yea,Nay
Greg Landsman_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Nay,Yea
Greg Landsman_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Greg Landsman_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Nay,Yea
Greg Landsman_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Nay,Nay
Greg Landsman_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Greg Landsman_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Yea,Nay
Greg Landsman_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Greg Landsman_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Hillary Scholten_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Hillary Scholten_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Hillary Scholten_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Hillary Scholten_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Hillary Scholten_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Hillary Scholten_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Hillary Scholten_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Hillary Scholten_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Nay,Yea
Hillary Scholten_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Hillary Scholten_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Yea,Nay
Hillary Scholten_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Nay,Yea
Hillary Scholten_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Hillary Scholten_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Nay,Yea
Hillary Scholten_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Nay,Nay
Hillary Scholten_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Hillary Scholten_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Nay,Nay
Hillary Scholten_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Hillary Scholten_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Jared  Moskowitz_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Jared  Moskowitz_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Jared  Moskowitz_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Nay,Nay
Jared  Moskowitz_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Jared  Moskowitz_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Nay,Nay
Jared  Moskowitz_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Jared  Moskowitz_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Jared  Moskowitz_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Jared  Moskowitz_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Nay,Nay
Jared  Moskowitz_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Jared  Moskowitz_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Jared  Moskowitz_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Jared  Moskowitz_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Nay,Yea
Jared  Moskowitz_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Jared  Moskowitz_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Jared  Moskowitz_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Jared  Moskowitz_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Jared  Moskowitz_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Jared  Moskowitz_profile.json,Fiscal Responsibility Act of 2023,H.R. 3746,Yea,Yea
Jared  Moskowitz_profile.json,TRANQ Research Act of 2023,H.R. 1734,Yea,Yea
Jared  Moskowitz_profile.json,Wounded Warrior Access Act,H.R. 1226,Yea,Yea
Jared  Moskowitz_profile.json,NOTAM Improvement Act of 2023,H.R. 346,Yea,Yea
Jasmine Crockett_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Jasmine Crockett_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Jasmine Crockett_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Jasmine Crockett_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Jasmine Crockett_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Nay,Yea
Jasmine Crockett_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Jasmine Crockett_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Nay,Yea
Jasmine Crockett_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Jasmine Crockett_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Jasmine Crockett_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Nay,Nay
Jasmine Crockett_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Jasmine Crockett_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Nay,Yea
Jasmine Crockett_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Nay,Yea
Jasmine Crockett_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Yea,Nay
Jasmine Crockett_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Jasmine Crockett_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Yea,Nay
Jasmine Crockett_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Jasmine Crockett_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Jennifer  Kiggans_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Jennifer  Kiggans_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Jennifer  Kiggans_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Yea,Nay
Jennifer  Kiggans_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Jennifer  Kiggans_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Yea,Nay
Jennifer  Kiggans_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Nay,Yea
Jennifer  Kiggans_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Jennifer  Kiggans_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Jennifer  Kiggans_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Yea,Nay
Jennifer  Kiggans_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Jennifer  Kiggans_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Jennifer  Kiggans_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Jennifer  Kiggans_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Jennifer  Kiggans_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Jennifer  Kiggans_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Jennifer  Kiggans_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Jennifer  Kiggans_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Jennifer  Kiggans_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Jennifer  Kiggans_profile.json,Fiscal Responsibility Act of 2023,H.R. 3746,Yea,Yea
Jennifer  Kiggans_profile.json,TRANQ Research Act of 2023,H.R. 1734,Yea,Yea
Jennifer  Kiggans_profile.json,Wounded Warrior Access Act,H.R. 1226,Yea,Yea
Jennifer  Kiggans_profile.json,NOTAM Improvement Act of 2023,H.R. 346,Yea,Yea
Jill Tokuda_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Jill Tokuda_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Jill Tokuda_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Jill Tokuda_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Jill Tokuda_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Jill Tokuda_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Jill Tokuda_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Nay,Yea
Jill Tokuda_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Nay,Yea
Jill Tokuda_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Jill Tokuda_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Yea,Nay
Jill Tokuda_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Nay,Yea
Jill Tokuda_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Nay,Yea
Jill Tokuda_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Jill Tokuda_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Nay,Nay
Jill Tokuda_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Jill Tokuda_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Nay,Nay
Jill Tokuda_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Jill Tokuda_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
John Duarte_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
